Relative:208,pelco_blank_1,Relative:208,pelco_blank_1,Relative:208,gt_s,Relative:208,gt_s,Relative:208,gt_s,Relative:208,pelco_blank_2,Relative:208,pelco_blank_2,Relative:208,gt,Relative:208,gt,Relative:208,gt,Relative:208,g_s,Relative:208,g_s,Relative:208,g_s,Relative:208,r_s,Relative:208,r_s,Relative:208,r_s,Relative:208,g,Relative:208,g,Relative:208,g,Relative:208,g,Relative:208,r,Relative:208,r,Relative:208,r,Relative:208,r
202.429,495.07,202.429,314.53,202.429,-37.97,202.429,59.09,202.429,-46.52,202.429,435.83,202.429,166.58,202.429,18.98,202.429,-65.51,202.429,-27.01,202.429,70.59,202.429,53.21,202.429,40.11,202.429,-23.53,202.429,-127.27,202.429,-105.61,202.429,-60.16,202.429,-19.25,202.429,40.64,202.429,-16.04,202.429,126.47,202.429,-53.21,202.429,-110.96,202.429,104.81
202.813,264.48,202.813,354.63,202.813,-74.27,202.813,-42.98,202.813,-27.49,202.813,340.94,202.813,-61.11,202.813,-63.45,202.813,-1.46,202.813,-90.35,202.813,-25.73,202.813,2.05,202.813,-12.28,202.813,-7.02,202.813,169.59,202.813,-129.53,202.813,-89.18,202.813,-63.16,202.813,-39.77,202.813,71.35,202.813,82.16,202.813,-30.12,202.813,-336.55,202.813,-109.94
203.197,547.85,203.197,416.26,203.197,0.43,203.197,12.98,203.197,-37.02,203.197,360.43,203.197,13.4,203.197,-87.02,203.197,87.45,203.197,15.96,203.197,25.53,203.197,45.74,203.197,8.09,203.197,-8.51,203.197,164.26,203.197,65.74,203.197,-13.83,203.197,49.36,203.197,-15.32,203.197,38.3,203.197,-11.7,203.197,-42.34,203.197,-27.02,203.197,59.57
203.58,256.46,203.58,218.35,203.58,23.15,203.58,66.47,203.58,13.6,203.58,171.6,203.58,51.43,203.58,10.38,203.58,77.68,203.58,52.86,203.58,18.14,203.58,90.57,203.58,46.54,203.58,63.96,203.58,97.85,203.58,48.33,203.58,36.16,203.58,71.6,203.58,79.24,203.58,6.21,203.58,75.54,203.58,54.53,203.58,44.03,203.58,33.41
203.964,355.12,203.964,208.66,203.964,174.51,203.964,342.16,203.964,-139.22,203.964,1849.02,203.964,250,203.964,289.22,203.964,230.39,203.964,-271.57,203.964,-23.53,203.964,571.57,203.964,52.94,203.964,7.84,203.964,411.76,203.964,255.88,203.964,422.55,203.964,-70.59,203.964,164.71,203.964,474.51,203.964,150,203.964,212.75,203.964,48.04,203.964,133.33
204.347,271.22,204.347,237.84,204.347,446.24,204.347,87.63,204.347,170.97,204.347,-712.9,204.347,112.37,204.347,168.28,204.347,140.32,204.347,329.57,204.347,141.94,204.347,-55.38,204.347,186.02,204.347,81.72,204.347,-243.01,204.347,134.95,204.347,318.82,204.347,270.97,204.347,4.3,204.347,152.69,204.347,150,204.347,115.59,204.347,403.76,204.347,227.96
204.731,495.26,204.731,435.31,204.731,566.67,204.731,-1173.81,204.731,-385.71,204.731,-5900,204.731,-721.43,204.731,326.19,204.731,-559.52,204.731,-559.52,204.731,-1161.9,204.731,135.71,204.731,671.43,204.731,-19.05,204.731,-2028.57,204.731,-11.9,204.731,-1369.05,204.731,-552.38,204.731,-1390.48,204.731,333.33,204.731,-326.19,204.731,-364.29,204.731,835.71,204.731,171.43
205.114,172.19,205.114,202.85,205.114,-25.11,205.114,76.03,205.114,-50.68,205.114,456.16,205.114,25.34,205.114,-2.05,205.114,-8.45,205.114,-12.1,205.114,49.32,205.114,155.02,205.114,-27.85,205.114,38.36,205.114,165.3,205.114,81.51,205.114,-0.23,205.114,-71.23,205.114,52.97,205.114,84.93,205.114,118.95,205.114,16.67,205.114,-7.08,205.114,-9.13
205.497,1920.34,205.497,2085.59,205.497,58.73,205.497,57.94,205.497,58.73,205.497,253.65,205.497,27.78,205.497,18.89,205.497,39.84,205.497,32.22,205.497,21.59,205.497,11.27,205.497,56.83,205.497,87.62,205.497,48.89,205.497,38.89,205.497,55.71,205.497,57.14,205.497,-19.05,205.497,-19.68,205.497,47.14,205.497,-21.43,205.497,30.63,205.497,-54.6
205.881,323.37,205.881,260.65,205.881,-20,205.881,-38.36,205.881,-14.18,205.881,249.82,205.881,40.55,205.881,76.91,205.881,36.91,205.881,-32.91,205.881,27.64,205.881,7.09,205.881,68,205.881,13.09,205.881,-19.64,205.881,32.91,205.881,-0.18,205.881,-24.73,205.881,88.73,205.881,67.64,205.881,-18.73,205.881,54,205.881,0.18,205.881,-24.73
206.264,705.16,206.264,453.23,206.264,-76.83,206.264,-68.53,206.264,-52.12,206.264,394.98,206.264,21.43,206.264,-48.07,206.264,-59.65,206.264,-143.05,206.264,35.52,206.264,35.33,206.264,-29.73,206.264,-4.63,206.264,-27.03,206.264,-23.75,206.264,-77.41,206.264,47.88,206.264,-78.76,206.264,-94.98,206.264,29.54,206.264,-10.62,206.264,-123.36,206.264,-26.25
206.647,-1503.77,206.647,-1355.66,206.647,74.36,206.647,49.15,206.647,341.03,206.647,-614.53,206.647,130.34,206.647,407.26,206.647,296.15,206.647,97.86,206.647,37.61,206.647,188.46,206.647,202.56,206.647,44.44,206.647,285.47,206.647,134.62,206.647,355.98,206.647,64.96,206.647,386.32,206.647,360.68,206.647,119.23,206.647,112.39,206.647,170.51,206.647,297.44
207.031,787.07,207.031,695.58,207.031,85.37,207.031,31.6,207.031,87.14,207.031,253.44,207.031,122.28,207.031,46.9,207.031,29.6,207.031,24.28,207.031,57.65,207.031,91.24,207.031,75.17,207.031,38.14,207.031,74.94,207.031,75.06,207.031,67.29,207.031,31.04,207.031,61.2,207.031,78.49,207.031,68.4,207.031,77.27,207.031,12.53,207.031,43.46
207.414,365.45,207.414,287.45,207.414,-7.07,207.414,232.83,207.414,-168.69,207.414,1009.09,207.414,185.35,207.414,148.99,207.414,45.96,207.414,13.64,207.414,117.17,207.414,100.51,207.414,43.43,207.414,76.77,207.414,268.69,207.414,277.27,207.414,72.22,207.414,-141.41,207.414,157.58,207.414,-62.63,207.414,141.92,207.414,174.24,207.414,-47.98,207.414,-92.93
207.797,403.09,207.797,398.11,207.797,59.16,207.797,11.47,207.797,45.68,207.797,237.26,207.797,47.05,207.797,15.89,207.797,56.74,207.797,-12.32,207.797,101.89,207.797,66.42,207.797,46.11,207.797,22.74,207.797,40.84,207.797,30.84,207.797,33.58,207.797,7.58,207.797,61.47,207.797,42.53,207.797,51.47,207.797,71.68,207.797,20.32,207.797,17.68
208.18,-2997.3,208.18,-2850,208.18,99.01,208.18,66.26,208.18,-34.98,208.18,555.17,208.18,74.63,208.18,5.67,208.18,-17,208.18,30.3,208.18,92.61,208.18,-84.98,208.18,-57.64,208.18,-96.55,208.18,-26.6,208.18,-89.41,208.18,-55.42,208.18,-49.26,208.18,9.85,208.18,-26.6,208.18,29.8,208.18,-119.95,208.18,0.25,208.18,-17.73
208.563,999.13,208.563,882.17,208.563,-76.77,208.563,60.97,208.563,21.29,208.563,530.97,208.563,133.87,208.563,-100.97,208.563,-22.26,208.563,-73.87,208.563,64.52,208.563,43.55,208.563,84.52,208.563,-49.03,208.563,-60.65,208.563,42.9,208.563,-93.23,208.563,-59.35,208.563,-18.06,208.563,27.1,208.563,-43.55,208.563,-79.68,208.563,-46.13,208.563,90.32
208.946,409.36,208.946,412.92,208.946,-200.87,208.946,-56.96,208.946,-193.91,208.946,1000.87,208.946,222.17,208.946,-198.7,208.946,-183.04,208.946,-183.04,208.946,-31.3,208.946,10,208.946,-25.22,208.946,-24.35,208.946,349.57,208.946,36.96,208.946,-49.13,208.946,24.35,208.946,59.13,208.946,-262.61,208.946,-44.78,208.946,-190.87,208.946,-76.09,208.946,-226.09
209.329,260.42,209.329,254,209.329,-42.86,209.329,244.51,209.329,-218.68,209.329,1097.8,209.329,289.56,209.329,3.85,209.329,-363.19,209.329,-37.91,209.329,-109.89,209.329,-48.9,209.329,-14.29,209.329,-206.59,209.329,90.11,209.329,-260.99,209.329,-273.08,209.329,109.89,209.329,30.77,209.329,-367.03,209.329,154.4,209.329,-30.22,209.329,-201.65,209.329,30.77
209.712,3511.43,209.712,2075.71,209.712,-28.83,209.712,-143.25,209.712,-73.01,209.712,612.88,209.712,142.02,209.712,-120.55,209.712,-11.35,209.712,-55.52,209.712,7.36,209.712,65.95,209.712,26.38,209.712,-85.89,209.712,-72.39,209.712,75.15,209.712,-39.57,209.712,-61.35,209.712,-80.98,209.712,-38.04,209.712,7.67,209.712,-36.5,209.712,-88.04,209.712,-174.23
210.095,358.91,210.095,338.63,210.095,-28.77,210.095,6.62,210.095,-47.03,210.095,573.06,210.095,215.3,210.095,41.78,210.095,-30.37,210.095,9.82,210.095,20.09,210.095,41.78,210.095,125.57,210.095,-23.74,210.095,37.44,210.095,48.63,210.095,39.95,210.095,12.79,210.095,23.74,210.095,70.32,210.095,45.89,210.095,89.73,210.095,-109.36,210.095,78.54
210.478,3118.6,210.478,2396.51,210.478,28.36,210.478,14.6,210.478,54.87,210.478,297.93,210.478,69.46,210.478,4.04,210.478,67.39,210.478,35.92,210.478,72.05,210.478,53.73,210.478,18.84,210.478,20.7,210.478,31.88,210.478,17.08,210.478,54.55,210.478,35.61,210.478,35.61,210.478,36.85,210.478,48.96,210.478,5.9,210.478,-1.55,210.478,38.92
210.861,-29220,210.861,-29570,210.861,-56.4,210.861,37.2,210.861,-45.02,210.861,723.7,210.861,75.59,210.861,-43.84,210.861,-20.14,210.861,-168.01,210.861,164.93,210.861,50.95,210.861,-21.33,210.861,77.73,210.861,118.48,210.861,-17.77,210.861,33.89,210.861,-39.81,210.861,20.85,210.861,-55.92,210.861,59,210.861,-31.99,210.861,-147.63,210.861,-70.14
211.244,1241.01,211.244,1316.91,211.244,22.91,211.244,55.15,211.244,64.12,211.244,373.53,211.244,133.48,211.244,80.2,211.244,72.02,211.244,43.61,211.244,-9.24,211.244,70.25,211.244,94.32,211.244,47.6,211.244,77.09,211.244,55.86,211.244,65.28,211.244,10.66,211.244,74.6,211.244,44.4,211.244,77.53,211.244,50.53,211.244,48.4,211.244,37.66
211.627,1048.6,211.627,861.73,211.627,-70.15,211.627,296.27,211.627,-404.48,211.627,2326.87,211.627,357.46,211.627,-185.82,211.627,-75.37,211.627,-206.72,211.627,-17.91,211.627,-90.3,211.627,28.36,211.627,-519.4,211.627,-355.22,211.627,75.37,211.627,-311.19,211.627,-280.6,211.627,29.85,211.627,-164.18,211.627,30.6,211.627,-458.96,211.627,-679.85,211.627,-602.99
212.009,841.56,212.009,842.18,212.009,32.51,212.009,34.21,212.009,-7.12,212.009,621.36,212.009,86.53,212.009,-68.27,212.009,-72.6,212.009,-50.31,212.009,-13.62,212.009,-75.7,212.009,-8.98,212.009,-38.39,212.009,74.92,212.009,47.83,212.009,-71.98,212.009,-102.79,212.009,21.05,212.009,13,212.009,-67.96,212.009,-55.57,212.009,-91.49,212.009,-45.82
212.392,1718.71,212.392,1501.08,212.392,39.53,212.392,57.49,212.392,-28.68,212.392,644.7,212.392,161.11,212.392,-25.97,212.392,-25.45,212.392,-13.05,212.392,52.71,212.392,58.79,212.392,19.38,212.392,-1.03,212.392,6.72,212.392,64.73,212.392,-49.74,212.392,-21.71,212.392,32.04,212.392,-55.3,212.392,13.57,212.392,-48.45,212.392,-72.22,212.392,-3.1
212.775,792.04,212.775,728.76,212.775,3.02,212.775,23.89,212.775,17.23,212.775,474.42,212.775,76.64,212.775,-0.8,212.775,-38.81,212.775,43.61,212.775,10.66,212.775,41.83,212.775,44.58,212.775,20.6,212.775,33.04,212.775,28.86,212.775,35.44,212.775,29.13,212.775,9.24,212.775,-63.59,212.775,26.38,212.775,-26.2,212.775,-29.75,212.775,-19.18
213.158,647.79,213.158,584.11,213.158,-12.7,213.158,38.6,213.158,47.23,213.158,901.3,213.158,216.12,213.158,8.96,213.158,-29.48,213.158,-29.48,213.158,-19.54,213.158,139.25,213.158,-32.9,213.158,16.94,213.158,55.37,213.158,32.08,213.158,23.29,213.158,40.39,213.158,56.03,213.158,37.13,213.158,14.5,213.158,-32.41,213.158,-44.14,213.158,-24.76
213.54,450.5,213.54,499.93,213.54,20.05,213.54,15.75,213.54,-5.85,213.54,404.36,213.54,91.59,213.54,12.39,213.54,-34.18,213.54,3.67,213.54,16.44,213.54,14.38,213.54,24.28,213.54,5.48,213.54,16.19,213.54,3.3,213.54,-5.04,213.54,1.49,213.54,50.31,213.54,29.14,213.54,37.42,213.54,-12.39,213.54,-10.9,213.54,23.41
213.923,982.09,213.923,876.72,213.923,-60.73,213.923,-76.18,213.923,-57.82,213.923,1279.64,213.923,159.82,213.923,-132.55,213.923,-149.27,213.923,-131.82,213.923,7.27,213.923,-132.55,213.923,-77.45,213.923,-42.18,213.923,12.36,213.923,-4.91,213.923,-67.09,213.923,-45.09,213.923,74.18,213.923,-51.64,213.923,24.91,213.923,-88.55,213.923,-90,213.923,-135.27
214.305,1757.82,214.305,1614.45,214.305,3.11,214.305,50.91,214.305,6.03,214.305,681.35,214.305,175.41,214.305,-43.24,214.305,-39.95,214.305,-35.56,214.305,21.21,214.305,50.37,214.305,-11.15,214.305,46.07,214.305,69.1,214.305,58.96,214.305,-35.19,214.305,8.04,214.305,59.23,214.305,35.47,214.305,34.46,214.305,5.21,214.305,-55.48,214.305,-72.39
214.688,1945.66,214.688,1741.78,214.688,25.68,214.688,-35.96,214.688,12.92,214.688,627.59,214.688,131.34,214.688,-27.51,214.688,-5.5,214.688,-34.85,214.688,17.22,214.688,27.35,214.688,-8.45,214.688,14.67,214.688,47.53,214.688,29.74,214.688,-11.56,214.688,27.43,214.688,54.23,214.688,-22.65,214.688,22.41,214.688,8.37,214.688,-58.61,214.688,-45.3
215.07,977.88,215.07,830.44,215.07,12.76,215.07,11.1,215.07,-32.6,215.07,777.17,215.07,162.44,215.07,-27.17,215.07,-50.79,215.07,-31.89,215.07,34.65,215.07,15.67,215.07,21.89,215.07,-42.2,215.07,22.99,215.07,-2.13,215.07,-7.64,215.07,3.15,215.07,32.13,215.07,-41.26,215.07,46.06,215.07,-34.57,215.07,-56.61,215.07,-9.45
215.453,556.57,215.453,499.19,215.453,36.92,215.453,39.34,215.453,26.15,215.453,637.37,215.453,141.81,215.453,4.88,215.453,9.6,215.453,-8.36,215.453,25.59,215.453,28.23,215.453,25.48,215.453,18.41,215.453,48.71,215.453,52.36,215.453,23.29,215.453,18.41,215.453,74.07,215.453,4.71,215.453,44.5,215.453,22.95,215.453,-6.23,215.453,28.28
215.835,856.98,215.835,749.5,215.835,30.94,215.835,3.92,215.835,-0.9,215.835,805.01,215.835,142.68,215.835,-37.55,215.835,-78.37,215.835,-55.78,215.835,-9.76,215.835,3.53,215.835,-20.15,215.835,-11.81,215.835,38.25,215.835,28.05,215.835,-30.87,215.835,-8.73,215.835,40.56,215.835,-27.47,215.835,4.69,215.835,-29.2,215.835,-55.39,215.835,-55.97
216.217,812.46,216.217,747.02,216.217,26.91,216.217,17.43,216.217,16.86,216.217,797.38,216.217,180.89,216.217,-31.47,216.217,1.41,216.217,-17.85,216.217,31.41,216.217,41.41,216.217,23.77,216.217,23.04,216.217,41.26,216.217,32.93,216.217,3.3,216.217,3.77,216.217,63.25,216.217,21.99,216.217,67.49,216.217,-25.5,216.217,-9.16,216.217,7.12
216.6,733.68,216.6,627.68,216.6,15.24,216.6,35.43,216.6,47.27,216.6,977.86,216.6,228.64,216.6,-1.39,216.6,-14.52,216.6,-18.08,216.6,14.68,216.6,19.08,216.6,21.69,216.6,12.01,216.6,78.53,216.6,80.37,216.6,-3.62,216.6,12.9,216.6,105.45,216.6,17.13,216.6,31.65,216.6,9.4,216.6,-18.63,216.6,-21.8
216.982,1134.26,216.982,1014.29,216.982,40.36,216.982,36.23,216.982,23.11,216.982,1198.44,216.982,220.3,216.982,-52.28,216.982,-58.74,216.982,-52.04,216.982,-0.48,216.982,54.07,216.982,2.28,216.982,-3.35,216.982,67.31,216.982,54.91,216.982,0.9,216.982,8.14,216.982,125.99,216.982,-33.29,216.982,61.86,216.982,12.99,216.982,-33.47,216.982,14.85
217.364,1041.4,217.364,974.57,217.364,19.21,217.364,31.3,217.364,12.38,217.364,976.86,217.364,181,217.364,-41.37,217.364,-45.99,217.364,-32.32,217.364,14.01,217.364,41.29,217.364,20.75,217.364,8.54,217.364,51.41,217.364,48.04,217.364,-25.32,217.364,10.59,217.364,100.09,217.364,-22.37,217.364,36.59,217.364,14.05,217.364,-33.43,217.364,-15.37
217.747,1022.71,217.747,935.37,217.747,17.58,217.747,19.73,217.747,27.5,217.747,957.48,217.747,191.94,217.747,-39.42,217.747,-34.03,217.747,-34.03,217.747,16.05,217.747,42.27,217.747,2.55,217.747,9.63,217.747,39.82,217.747,41.03,217.747,-5.29,217.747,2.04,217.747,90.74,217.747,-13.27,217.747,47.01,217.747,-6.09,217.747,-32.06,217.747,-9.04
218.129,997.31,218.129,871.86,218.129,34.24,218.129,14,218.129,39.12,218.129,958.31,218.129,185.46,218.129,-38.81,218.129,-32.17,218.129,-46.27,218.129,13.29,218.129,23.56,218.129,4.54,218.129,12.75,218.129,73.9,218.129,37.05,218.129,-11.97,218.129,-4.61,218.129,101.69,218.129,-24.27,218.129,29.59,218.129,5.73,218.129,-30.88,218.129,-18.71
218.511,1090.56,218.511,1023.77,218.511,20.12,218.511,14.37,218.511,17.78,218.511,913.29,218.511,183.76,218.511,-17.99,218.511,-28.6,218.511,-28.6,218.511,32.42,218.511,20.73,218.511,5.31,218.511,13.29,218.511,62.16,218.511,41.66,218.511,-1.9,218.511,5.83,218.511,89.8,218.511,-18.08,218.511,55.77,218.511,8.66,218.511,-21.9,218.511,-4.43
218.893,1033.84,218.893,913.39,218.893,20.62,218.893,-8.94,218.893,-16.77,218.893,1558.85,218.893,274.2,218.893,-82.54,218.893,-105.09,218.893,-73.56,218.893,-6.23,218.893,25.25,218.893,-2.66,218.893,-26.76,218.893,44.18,218.893,42.03,218.893,-61.64,218.893,-25.3,218.893,129.42,218.893,-52.61,218.893,38.54,218.893,-32.58,218.893,-63.02,218.893,-56.83
219.275,986.32,219.275,874.11,219.275,16.01,219.275,8.84,219.275,0.05,219.275,875.68,219.275,164.8,219.275,-23.6,219.275,-37.98,219.275,-34.64,219.275,5.01,219.275,15.75,219.275,0.88,219.275,14.66,219.275,50.95,219.275,46.52,219.275,-10.79,219.275,2.41,219.275,84.08,219.275,-10.67,219.275,34.36,219.275,-22.44,219.275,-33.76,219.275,-15.78
219.657,1280.89,219.657,1170.94,219.657,39.53,219.657,27.02,219.657,22.11,219.657,1013.59,219.657,193.49,219.657,-9.12,219.657,-23.34,219.657,-26.44,219.657,13.74,219.657,45.07,219.657,17.56,219.657,16.84,219.657,67.05,219.657,49.27,219.657,1.91,219.657,1.74,219.657,103.92,219.657,-6.87,219.657,41.24,219.657,7.57,219.657,-29.39,219.657,-2.52
220.039,1020,220.039,900.51,220.039,10.45,220.039,13.92,220.039,11.8,220.039,1243.08,220.039,230.8,220.039,-43.62,220.039,-46.22,220.039,-59.32,220.039,-1.58,220.039,45.37,220.039,-1.64,220.039,5.19,220.039,63.35,220.039,43.96,220.039,-23.07,220.039,-15.58,220.039,104.57,220.039,-17.96,220.039,45.88,220.039,-10.59,220.039,-32.5,220.039,-30.49
220.421,1036.15,220.421,971.14,220.421,33.72,220.421,30.92,220.421,19.94,220.421,1157.29,220.421,222.64,220.421,-24.7,220.421,-29.58,220.421,-40.67,220.421,22.38,220.421,30.01,220.421,7.41,220.421,18.94,220.421,62.08,220.421,49.47,220.421,-4.62,220.421,-13.96,220.421,107.7,220.421,-20.56,220.421,54.16,220.421,-3.61,220.421,-21.4,220.421,-25.82
220.803,1270.42,220.803,1112.46,220.803,32.63,220.803,11.15,220.803,32.28,220.803,1086.95,220.803,221.79,220.803,-13.86,220.803,-28.14,220.803,-40.41,220.803,19.45,220.803,37.65,220.803,20.46,220.803,8.94,220.803,68.77,220.803,55.12,220.803,13.29,220.803,-4.73,220.803,97.24,220.803,-22.34,220.803,67.48,220.803,8.26,220.803,-28.36,220.803,-17.35
221.185,1037.11,221.185,943.99,221.185,11.72,221.185,20.53,221.185,12.02,221.185,972.99,221.185,179.77,221.185,-42.28,221.185,-41.89,221.185,-34.52,221.185,13.06,221.185,31.79,221.185,6.88,221.185,-0.15,221.185,43.72,221.185,44.66,221.185,-7.09,221.185,5.69,221.185,84.36,221.185,-21.13,221.185,34.59,221.185,0.17,221.185,-25.18,221.185,-25.36
221.567,1179.16,221.567,1035.67,221.567,31.27,221.567,16.86,221.567,34.53,221.567,1128.87,221.567,218.28,221.567,-32.39,221.567,-29.71,221.567,-40.12,221.567,20.01,221.567,49.59,221.567,13.79,221.567,17.41,221.567,65.8,221.567,59.96,221.567,-11.08,221.567,6.99,221.567,107.2,221.567,-6.1,221.567,68.83,221.567,17.1,221.567,-33.81,221.567,-10.57
221.949,1338.79,221.949,1181.92,221.949,25.1,221.949,22.24,221.949,29.21,221.949,1219.35,221.949,234.38,221.949,-45.15,221.949,-44.38,221.949,-57.76,221.949,13.9,221.949,37.9,221.949,11.11,221.949,7.38,221.949,70.79,221.949,53.99,221.949,-9.29,221.949,15.27,221.949,111.03,221.949,-25.31,221.949,44.47,221.949,-4.27,221.949,-45.97,221.949,-18.7
222.33,1057.32,222.33,938.89,222.33,17,222.33,17.18,222.33,24,222.33,1015.92,222.33,198.17,222.33,-25.73,222.33,-36.97,222.33,-30.24,222.33,25.45,222.33,25.16,222.33,11.14,222.33,0.67,222.33,70.08,222.33,45.59,222.33,-8.09,222.33,11.44,222.33,83.34,222.33,-20.67,222.33,53.47,222.33,7.69,222.33,-34.45,222.33,-18.98
222.712,1094.21,222.712,991.67,222.712,28.37,222.712,15.69,222.712,34.1,222.712,1094.2,222.712,196.33,222.712,-26.78,222.712,-35.87,222.712,-37.01,222.712,25.04,222.712,43.35,222.712,13.27,222.712,12.16,222.712,67.91,222.712,60.48,222.712,-10.04,222.712,8.73,222.712,94.88,222.712,-19.96,222.712,60.84,222.712,-15.87,222.712,-29.46,222.712,-21.04
223.094,1080.72,223.094,988.11,223.094,29.74,223.094,8.97,223.094,7.9,223.094,1148.27,223.094,208.5,223.094,-36.28,223.094,-55.72,223.094,-41.15,223.094,6.55,223.094,25.46,223.094,11.18,223.094,2.77,223.094,57.74,223.094,50.47,223.094,-17.49,223.094,-6.26,223.094,106.73,223.094,-29.34,223.094,42.1,223.094,-4.79,223.094,-41.04,223.094,-34.51
223.475,1064.92,223.475,970.27,223.475,17.82,223.475,13.11,223.475,16.84,223.475,998.57,223.475,195.17,223.475,-28.89,223.475,-44.91,223.475,-40.53,223.475,19.62,223.475,23.99,223.475,3.75,223.475,11.33,223.475,51.96,223.475,48.08,223.475,-8.54,223.475,9.87,223.475,94.18,223.475,-21.63,223.475,50.82,223.475,0.38,223.475,-33.61,223.475,-24.98
223.857,1059.29,223.857,967.11,223.857,14.04,223.857,10.52,223.857,14.3,223.857,1114.47,223.857,201.11,223.857,-40.58,223.857,-45.28,223.857,-47.39,223.857,17.31,223.857,33.15,223.857,10.41,223.857,9.65,223.857,64.02,223.857,51.62,223.857,-7.95,223.857,1.98,223.857,100.56,223.857,-28.21,223.857,48.25,223.857,-3.02,223.857,-34.08,223.857,-25.5
224.239,1163.68,224.239,1049.71,224.239,23.36,224.239,17.96,224.239,20.82,224.239,1115.91,224.239,209.68,224.239,-40.46,224.239,-49.02,224.239,-41.41,224.239,14.33,224.239,35.1,224.239,11.76,224.239,3.17,224.239,61.68,224.239,36.85,224.239,-10.92,224.239,-0.89,224.239,102.31,224.239,-23.52,224.239,50.1,224.239,-11.27,224.239,-34.47,224.239,-26.5
224.62,1106.32,224.62,1012.65,224.62,20.91,224.62,16.81,224.62,16.88,224.62,1073.12,224.62,203.13,224.62,-24.81,224.62,-33.54,224.62,-30.45,224.62,18.39,224.62,26.45,224.62,5.78,224.62,19.58,224.62,65.56,224.62,45.64,224.62,-17.58,224.62,3.92,224.62,99.32,224.62,-18.69,224.62,39.05,224.62,0.37,224.62,-25.62,224.62,-17.44
225.002,1195.88,225.002,1074.52,225.002,34.12,225.002,22.92,225.002,31.04,225.002,1134.98,225.002,200.28,225.002,-34.46,225.002,-38.9,225.002,-34.4,225.002,22.14,225.002,39.88,225.002,22.11,225.002,22.85,225.002,69.9,225.002,40.56,225.002,2.35,225.002,7.69,225.002,105.71,225.002,-6.57,225.002,63.58,225.002,10.31,225.002,-30.29,225.002,-15.03
225.383,1165.95,225.383,1062.84,225.383,32.24,225.383,14.66,225.383,26.17,225.383,1115.82,225.383,211.48,225.383,-30.95,225.383,-34.16,225.383,-40.69,225.383,20.66,225.383,38.62,225.383,7.32,225.383,14.36,225.383,70.09,225.383,52.13,225.383,-1.18,225.383,15.76,225.383,100.03,225.383,-8.81,225.383,49.62,225.383,8.07,225.383,-26.36,225.383,-20.89
225.765,1137.85,225.765,1020.96,225.765,19.92,225.765,23.08,225.765,20.15,225.765,1143.65,225.765,213.69,225.765,-27.19,225.765,-40.32,225.765,-35.69,225.765,20.01,225.765,40.58,225.765,14.66,225.765,16.77,225.765,72.45,225.765,47.25,225.765,-7.65,225.765,4.97,225.765,103.96,225.765,-18.21,225.765,53.09,225.765,4.06,225.765,-26.81,225.765,-14.92
226.146,1250.34,226.146,1144.12,226.146,25.21,226.146,11.63,226.146,28.9,226.146,1055.52,226.146,190.62,226.146,-37.79,226.146,-28.53,226.146,-31.19,226.146,16.07,226.146,31.01,226.146,14.61,226.146,12.39,226.146,60.46,226.146,55.96,226.146,-7.18,226.146,-0.51,226.146,96.95,226.146,-14.28,226.146,53.56,226.146,9.74,226.146,-22.51,226.146,-15.66
226.527,1213.23,226.527,1099.49,226.527,13.59,226.527,15.19,226.527,13.59,226.527,1083.26,226.527,195.45,226.527,-40.38,226.527,-43.25,226.527,-42.41,226.527,12.2,226.527,23.66,226.527,8.21,226.527,0.94,226.527,59.09,226.527,45.54,226.527,-11.07,226.527,-0.1,226.527,86.88,226.527,-21.64,226.527,48.93,226.527,-5.51,226.527,-33.36,226.527,-13.66
226.909,1177.15,226.909,1053.96,226.909,18.41,226.909,16.02,226.909,16.72,226.909,1147.69,226.909,200.67,226.909,-36.45,226.909,-43.79,226.909,-41.47,226.909,22.08,226.909,32.2,226.909,7.68,226.909,4.96,226.909,63.64,226.909,45.7,226.909,-14.17,226.909,-0.11,226.909,97.28,226.909,-24.03,226.909,52.93,226.909,2.65,226.909,-41.81,226.909,-24.61
227.29,1032.59,227.29,932.16,227.29,18.04,227.29,7.13,227.29,19.07,227.29,1145,227.29,205.98,227.29,-40.45,227.29,-45.93,227.29,-45.93,227.29,11.36,227.29,29.17,227.29,8.47,227.29,5.84,227.29,67.42,227.29,51.25,227.29,-10.87,227.29,2.15,227.29,103.51,227.29,-22.68,227.29,52.53,227.29,-1.93,227.29,-31.32,227.29,-22.83
227.671,1134.46,227.671,1012.34,227.671,27.38,227.671,18.77,227.671,20.73,227.671,1119.52,227.671,200.42,227.671,-33.54,227.671,-41.85,227.671,-41.09,227.671,11.49,227.671,31.05,227.671,7.48,227.671,4.46,227.671,63.88,227.671,46.03,227.671,-15.78,227.671,1.04,227.671,104.39,227.671,-20.85,227.671,47.6,227.671,5.24,227.671,-31.14,227.671,-23.46
