Relative:208,sturt_leaf,Relative:208,sturt_leaf,Relative:208,sturt_leaf,Relative:208,sturt_nectar,Relative:208,sturt_nectar,Relative:208,sturt_nectar,Relative:208,sturt_dryefn,Relative:208,sturt_dryefn,Relative:208,sturt_dryefn,Relative:208,aus_leaf,Relative:208,aus_leaf,Relative:208,aus_leaf,Relative:208,aus_nectar1,Relative:208,aus_nectar1,Relative:208,aus_nectar1,Relative:208,aus_dryefn1,Relative:208,aus_dryefn1,Relative:208,aus_dryefn1,Relative:208,aus_leaf2,Relative:208,aus_leaf2,Relative:208,aus_leaf2,Relative:208,aus_nectar2,Relative:208,aus_nectar2,Relative:208,aus_nectar2,Relative:208,aus_dryefn2,Relative:208,aus_dryefn2,Relative:208,aus_dryefn2
751.229,69.62,751.229,51.21,751.229,54.8,751.229,59.76,751.229,49.17,751.229,51.01,751.229,55.99,751.229,57.67,751.229,56.65,751.229,45.45,751.229,48.68,751.229,58.52,751.229,39.17,751.229,31.96,751.229,44.46,751.229,43.47,751.229,44.31,751.229,34.25,751.229,56.58,751.229,49.24,751.229,53.9,751.229,75.17,751.229,41.35,751.229,50.23,751.229,57.39,751.229,62.83,751.229,46.59
751.541,72.83,751.541,58.51,751.541,62.59,751.541,52.06,751.541,59.28,751.541,54.84,751.541,57.12,751.541,60.7,751.541,56.78,751.541,53.21,751.541,61.63,751.541,64.47,751.541,39.08,751.541,47.16,751.541,45.59,751.541,42.86,751.541,43.37,751.541,40.81,751.541,48.34,751.541,58.17,751.541,58.78,751.541,67.94,751.541,51.47,751.541,53.46,751.541,60.22,751.541,60.35,751.541,53.98
751.853,54.11,751.853,41.15,751.853,51.08,751.853,53.12,751.853,60.11,751.853,40.75,751.853,53.99,751.853,51.05,751.853,53.64,751.853,46.11,751.853,50.12,751.853,51.33,751.853,40.8,751.853,39.11,751.853,38.24,751.853,33.63,751.853,31.35,751.853,39.51,751.853,48.22,751.853,45.02,751.853,51.69,751.853,72.76,751.853,47.39,751.853,46.12,751.853,50.1,751.853,48.13,751.853,45.25
752.164,66.37,752.164,57.88,752.164,56.79,752.164,51.08,752.164,50.58,752.164,48.85,752.164,55.44,752.164,58.97,752.164,49.42,752.164,55.24,752.164,58.97,752.164,54.84,752.164,43.01,752.164,45.65,752.164,44.49,752.164,37.17,752.164,43.12,752.164,42.63,752.164,54.27,752.164,58.02,752.164,61.12,752.164,72.76,752.164,51.92,752.164,52.3,752.164,61.17,752.164,57.86,752.164,55.07
752.476,66.78,752.476,54.2,752.476,56.49,752.476,61.94,752.476,55.47,752.476,54.98,752.476,59.72,752.476,60.29,752.476,49.07,752.476,55.22,752.476,67.23,752.476,60.1,752.476,45.95,752.476,42.06,752.476,38.77,752.476,43.61,752.476,45.33,752.476,48.21,752.476,53.08,752.476,52.42,752.476,56.64,752.476,68.7,752.476,45.53,752.476,50.45,752.476,46.16,752.476,61.13,752.476,61.28
752.787,65.1,752.787,55.84,752.787,62.31,752.787,54.4,752.787,45.28,752.787,51.85,752.787,55.86,752.787,53.93,752.787,63.07,752.787,53.62,752.787,53.67,752.787,58.78,752.787,43.3,752.787,42.48,752.787,44.32,752.787,39.06,752.787,39.87,752.787,37.59,752.787,57.44,752.787,53.96,752.787,45.25,752.787,66.87,752.787,48.69,752.787,52.12,752.787,58.72,752.787,63.17,752.787,52.44
753.099,75.88,753.099,61.83,753.099,71.71,753.099,59.14,753.099,58.3,753.099,60.23,753.099,58.79,753.099,61.39,753.099,66.99,753.099,61.34,753.099,59.17,753.099,62,753.099,42.79,753.099,45.78,753.099,47.24,753.099,43.14,753.099,43.75,753.099,47.08,753.099,61.36,753.099,62.26,753.099,63.82,753.099,75.88,753.099,49.81,753.099,41.63,753.099,58.32,753.099,62.37,753.099,60.87
753.41,79.04,753.41,55.06,753.41,60.26,753.41,62.43,753.41,49.82,753.41,62.98,753.41,61.24,753.41,48.18,753.41,60.54,753.41,54.85,753.41,63.87,753.41,58.32,753.41,53.52,753.41,44.76,753.41,35.31,753.41,44.62,753.41,42.43,753.41,45.52,753.41,65.52,753.41,60.82,753.41,52.87,753.41,60.26,753.41,52.19,753.41,44.78,753.41,58.81,753.41,64.01,753.41,63.35
753.721,62.8,753.721,55.88,753.721,51.86,753.721,60.13,753.721,53.61,753.721,48.65,753.721,54.59,753.721,54.69,753.721,49.25,753.721,54.38,753.721,56.25,753.721,57.34,753.721,49.23,753.721,50.21,753.721,43.24,753.721,37.06,753.721,44.92,753.721,43.36,753.721,59.08,753.721,51.86,753.721,58.27,753.721,62.8,753.721,51.64,753.721,54.14,753.721,50.77,753.721,62.11,753.721,53.94
754.032,69.43,754.032,55.5,754.032,49.78,754.032,57.62,754.032,56.35,754.032,52.5,754.032,55.52,754.032,57.15,754.032,51.82,754.032,48.93,754.032,58.42,754.032,56.17,754.032,43.89,754.032,54.55,754.032,38.53,754.032,35.79,754.032,38.64,754.032,40.94,754.032,58.13,754.032,57.18,754.032,59.63,754.032,77.08,754.032,52.89,754.032,50.73,754.032,54.83,754.032,60.85,754.032,50.8
754.344,69.6,754.344,57.63,754.344,57.52,754.344,62.29,754.344,59.88,754.344,55.27,754.344,59.09,754.344,61.36,754.344,60.18,754.344,57.44,754.344,59.91,754.344,60.43,754.344,46.63,754.344,43.67,754.344,43.25,754.344,38.96,754.344,46.5,754.344,47.22,754.344,56.49,754.344,59.21,754.344,60.57,754.344,79.75,754.344,50.32,754.344,58.91,754.344,56.99,754.344,61.24,754.344,59.45
754.655,70.35,754.655,69,754.655,57.94,754.655,56.66,754.655,55.45,754.655,55.92,754.655,59.52,754.655,54.26,754.655,61.1,754.655,55.19,754.655,52.8,754.655,61.36,754.655,51.35,754.655,45.21,754.655,45.51,754.655,36.08,754.655,49.51,754.655,46.35,754.655,50.33,754.655,54.78,754.655,54.2,754.655,77.17,754.655,41.92,754.655,49.12,754.655,55.22,754.655,59.25,754.655,52.83
754.966,65.02,754.966,57.21,754.966,51.83,754.966,54.65,754.966,56.33,754.966,50.07,754.966,54.11,754.966,53.24,754.966,54.23,754.966,51.27,754.966,50.36,754.966,49.45,754.966,51.09,754.966,34.72,754.966,41.74,754.966,44.2,754.966,40.16,754.966,43.28,754.966,48.65,754.966,55.91,754.966,56.06,754.966,66.7,754.966,48.76,754.966,48.17,754.966,50.1,754.966,56.24,754.966,48.47
755.277,73.12,755.277,53.73,755.277,62.13,755.277,63.71,755.277,57.94,755.277,51.05,755.277,55.94,755.277,57.42,755.277,50.31,755.277,51.32,755.277,57.69,755.277,59.4,755.277,51.12,755.277,44.45,755.277,46.17,755.277,45.96,755.277,38.59,755.277,45.19,755.277,56.56,755.277,63.78,755.277,60.65,755.277,77.24,755.277,52.01,755.277,51.34,755.277,63.45,755.277,63.6,755.277,53.88
755.588,65.17,755.588,58.61,755.588,53.37,755.588,52.02,755.588,55.1,755.588,50.72,755.588,53.24,755.588,48.72,755.588,57.47,755.588,48.16,755.588,46.15,755.588,49.79,755.588,45.91,755.588,40.97,755.588,39.24,755.588,33.41,755.588,36.28,755.588,35.25,755.588,56.38,755.588,50.8,755.588,57.89,755.588,66.96,755.588,46.49,755.588,52.28,755.588,57.17,755.588,54.75,755.588,43.62
755.899,66.88,755.899,58.37,755.899,64.27,755.899,55.58,755.899,55.84,755.899,45.12,755.899,63.35,755.899,51.44,755.899,58.26,755.899,56.09,755.899,59.53,755.899,56.19,755.899,52.76,755.899,57.92,755.899,42.57,755.899,43.16,755.899,43.99,755.899,55.22,755.899,56.63,755.899,65.57,755.899,64.95,755.899,74.98,755.899,52.3,755.899,55.58,755.899,59.52,755.899,66.19,755.899,63.22
756.21,72.63,756.21,61.82,756.21,56.89,756.21,65.71,756.21,52.25,756.21,55.79,756.21,57.52,756.21,60.66,756.21,59.93,756.21,60.36,756.21,64.47,756.21,54.36,756.21,46.97,756.21,44.62,756.21,54.08,756.21,48.81,756.21,44.03,756.21,51.4,756.21,58.35,756.21,55.62,756.21,61.11,756.21,81.51,756.21,52.36,756.21,57.33,756.21,60.65,756.21,64.6,756.21,56.63
756.52,80.39,756.52,51.16,756.52,59.58,756.52,50.96,756.52,50.68,756.52,53.51,756.52,58.59,756.52,51.57,756.52,60.44,756.52,54.08,756.52,61.83,756.52,57.89,756.52,56.43,756.52,42.11,756.52,40.19,756.52,33.42,756.52,38.31,756.52,46.86,756.52,58.66,756.52,50.46,756.52,56.06,756.52,76.97,756.52,41.11,756.52,52.39,756.52,58.39,756.52,56.56,756.52,58.73
756.831,64.51,756.831,51.74,756.831,59.64,756.831,61,756.831,57.85,756.831,49.8,756.831,60.35,756.831,59.32,756.831,53.91,756.831,57.26,756.831,66.77,756.831,61.38,756.831,34.68,756.831,41.49,756.831,47.01,756.831,41.35,756.831,48.28,756.831,48.28,756.831,58.99,756.831,47.31,756.831,57.24,756.831,78.84,756.831,41.06,756.831,46.09,756.831,55,756.831,67.77,756.831,56.49
757.142,65.25,757.142,54.88,757.142,56.04,757.142,61.35,757.142,60.33,757.142,39.85,757.142,54.89,757.142,52.43,757.142,50.67,757.142,50.59,757.142,62.41,757.142,60.15,757.142,44.77,757.142,45.22,757.142,38.89,757.142,31.53,757.142,41.05,757.142,38.49,757.142,55.72,757.142,46.83,757.142,55.69,757.142,76,757.142,43.04,757.142,46.77,757.142,51.9,757.142,61.26,757.142,43
757.452,77.11,757.452,70.76,757.452,67.69,757.452,62.61,757.452,67.62,757.452,65.24,757.452,60.78,757.452,65.01,757.452,63.57,757.452,55.24,757.452,67.07,757.452,56.53,757.452,60.32,757.452,48.47,757.452,49.72,757.452,39.79,757.452,44.85,757.452,50.44,757.452,62.03,757.452,58.28,757.452,60.52,757.452,85.34,757.452,65.39,757.452,67.03,757.452,69.4,757.452,71.04,757.452,53.57
757.763,56.85,757.763,60.56,757.763,54.79,757.763,50.35,757.763,51.13,757.763,55.22,757.763,56.98,757.763,49.1,757.763,55.56,757.763,48.54,757.763,48.59,757.763,59.95,757.763,39.09,757.763,36.19,757.763,47.32,757.763,40.69,757.763,37.66,757.763,42.29,757.763,55.75,757.763,57.62,757.763,53.41,757.763,68.68,757.763,47.12,757.763,49.32,757.763,47.54,757.763,62.09,757.763,52.99
758.073,72.59,758.073,60.28,758.073,56.69,758.073,60.08,758.073,62.4,758.073,55.15,758.073,42.66,758.073,51.16,758.073,57.55,758.073,54.86,758.073,62.14,758.073,59.02,758.073,45.97,758.073,46.19,758.073,42.21,758.073,36.21,758.073,48.41,758.073,40.03,758.073,62.97,758.073,47.72,758.073,62.94,758.073,72.3,758.073,50.38,758.073,48.23,758.073,54.03,758.073,61.42,758.073,49.75
758.384,67.69,758.384,56.76,758.384,69.31,758.384,63.31,758.384,63.04,758.384,57.63,758.384,58.93,758.384,54.45,758.384,63.92,758.384,53.05,758.384,56.88,758.384,58.54,758.384,53.39,758.384,56.56,758.384,54.47,758.384,40.24,758.384,40.02,758.384,44.34,758.384,53.34,758.384,62.84,758.384,67.32,758.384,80.91,758.384,55.07,758.384,58.19,758.384,61.98,758.384,53.77,758.384,53.94
758.694,75.3,758.694,58.31,758.694,59.25,758.694,57.07,758.694,63.39,758.694,47.58,758.694,55.96,758.694,57.11,758.694,68.46,758.694,55.74,758.694,58.42,758.694,55.31,758.694,46.59,758.694,52.58,758.694,44.23,758.694,46.4,758.694,34.86,758.694,44.6,758.694,60.5,758.694,55.3,758.694,54.41,758.694,65.56,758.694,50.61,758.694,51.81,758.694,69.99,758.694,64.35,758.694,59.77
759.005,58.75,759.005,59.71,759.005,59.59,759.005,55.3,759.005,53.62,759.005,54.44,759.005,58.32,759.005,57.87,759.005,51.16,759.005,51.63,759.005,52.81,759.005,58.48,759.005,37.09,759.005,40.96,759.005,35.41,759.005,41.1,759.005,38.9,759.005,42.55,759.005,45.47,759.005,50.88,759.005,60.05,759.005,55.94,759.005,40.81,759.005,48,759.005,58.97,759.005,62.79,759.005,56.78
759.315,65.55,759.315,54.95,759.315,60.04,759.315,51.56,759.315,49.24,759.315,49.8,759.315,61.92,759.315,51.3,759.315,48.73,759.315,49.51,759.315,48.7,759.315,57.45,759.315,40.3,759.315,40.52,759.315,39.72,759.315,40.38,759.315,29.99,759.315,41.01,759.315,55.33,759.315,54.53,759.315,44.85,759.315,74.83,759.315,39.22,759.315,47.21,759.315,58.54,759.315,56.09,759.315,44.67
759.625,67.85,759.625,59.25,759.625,55.18,759.625,63.3,759.625,49.04,759.625,55.36,759.625,55.58,759.625,61.22,759.625,52.8,759.625,56.15,759.625,59.37,759.625,53.88,759.625,50.41,759.625,45.6,759.625,53.32,759.625,35.17,759.625,39.97,759.625,51.32,759.625,62.5,759.625,56.24,759.625,52.71,759.625,82.1,759.625,44.67,759.625,54.32,759.625,55.13,759.625,64.52,759.625,53.6
759.935,67.17,759.935,51.26,759.935,50.59,759.935,59.64,759.935,53.28,759.935,45.25,759.935,57.36,759.935,51.11,759.935,51.14,759.935,45.53,759.935,57.74,759.935,51.99,759.935,43.66,759.935,47.46,759.935,42,759.935,41.24,759.935,40.47,759.935,33.01,759.935,62.12,759.935,44.51,759.935,50.76,759.935,76.29,759.935,40.97,759.935,45.54,759.935,47.22,759.935,59.26,759.935,52.25
760.245,65.4,760.245,56.92,760.245,53.42,760.245,52.31,760.245,55.44,760.245,46.04,760.245,52.77,760.245,55.21,760.245,56.28,760.245,49.43,760.245,50.78,760.245,54.48,760.245,41.16,760.245,42.92,760.245,39.86,760.245,41.22,760.245,40.75,760.245,51.17,760.245,55.96,760.245,61.23,760.245,56.97,760.245,65.92,760.245,40.7,760.245,42.41,760.245,51.29,760.245,50.65,760.245,45.86
760.555,73.38,760.555,61.83,760.555,63.65,760.555,66.92,760.555,61.64,760.555,56.62,760.555,57.4,760.555,55.84,760.555,59.2,760.555,51.62,760.555,64.45,760.555,71.17,760.555,45.85,760.555,43.28,760.555,57.8,760.555,48.14,760.555,49.86,760.555,42.64,760.555,65.8,760.555,64.21,760.555,67.16,760.555,77.27,760.555,56.2,760.555,59.97,760.555,60.26,760.555,62.37,760.555,60.59
760.865,76.72,760.865,45.35,760.865,53.39,760.865,64.69,760.865,59.44,760.865,50.97,760.865,45.37,760.865,61.52,760.865,56.89,760.865,44.26,760.865,61.23,760.865,58.66,760.865,42.87,760.865,48.92,760.865,49,760.865,27.49,760.865,45.63,760.865,42.71,760.865,60.61,760.865,55.72,760.865,52.7,760.865,79.93,760.865,50.82,760.865,50.98,760.865,56.25,760.865,62.25,760.865,47.85
761.175,77.89,761.175,53,761.175,68.51,761.175,63.04,761.175,54.23,761.175,53.93,761.175,54.44,761.175,63.07,761.175,58.56,761.175,50.8,761.175,62.5,761.175,57.44,761.175,53.71,761.175,54.49,761.175,57.98,761.175,45.26,761.175,45.88,761.175,54.69,761.175,55.93,761.175,56,761.175,67.26,761.175,84.71,761.175,51.79,761.175,48.26,761.175,65.33,761.175,64.35,761.175,58.56
761.485,55.47,761.485,55.32,761.485,53.57,761.485,55.13,761.485,50.78,761.485,46.96,761.485,60.5,761.485,61.69,761.485,54.11,761.485,50.76,761.485,61.69,761.485,63.1,761.485,45.94,761.485,40.71,761.485,46.76,761.485,37.85,761.485,34.1,761.485,48.78,761.485,52.41,761.485,57.37,761.485,47.21,761.485,66.62,761.485,43.02,761.485,56.49,761.485,54.33,761.485,49.59,761.485,47.86
761.795,62.54,761.795,57.66,761.795,52.54,761.795,56.91,761.795,55.24,761.795,54.12,761.795,48.23,761.795,52.78,761.795,60.59,761.795,44.67,761.795,53.06,761.795,55.05,761.795,39.46,761.795,41.06,761.795,52.24,761.795,43.14,761.795,42.91,761.795,37.08,761.795,53.86,761.795,46.7,761.795,42.43,761.795,68.65,761.795,48.42,761.795,53.86,761.795,51.09,761.795,58.75,761.795,40.86
762.105,57.54,762.105,49.76,762.105,49.4,762.105,49.08,762.105,49.33,762.105,54.15,762.105,45.45,762.105,41.98,762.105,46.6,762.105,46.77,762.105,49.36,762.105,47.38,762.105,35.13,762.105,29.97,762.105,36.14,762.105,34.43,762.105,37.78,762.105,34.22,762.105,47.55,762.105,49.4,762.105,64.32,762.105,65.69,762.105,44.61,762.105,44.5,762.105,44,762.105,52.8,762.105,44.81
762.415,70.04,762.415,57.84,762.415,62.6,762.415,62.28,762.415,60.48,762.415,51.75,762.415,63.75,762.415,59.23,762.415,68.76,762.415,60.47,762.415,61.29,762.415,63.13,762.415,53.09,762.415,44.31,762.415,54.63,762.415,42.9,762.415,50.9,762.415,40.64,762.415,63.56,762.415,64.65,762.415,64.56,762.415,75.17,762.415,58.29,762.415,51.25,762.415,58.45,762.415,64.49,762.415,63.37
762.724,62.86,762.724,56.78,762.724,62.01,762.724,55.18,762.724,48.41,762.724,46.71,762.724,52.57,762.724,49.3,762.724,57.5,762.724,51.78,762.724,61.41,762.724,70.2,762.724,38.32,762.724,36,762.724,45.65,762.724,41.78,762.724,38.16,762.724,46.34,762.724,51.51,762.724,50.46,762.724,67.54,762.724,68.77,762.724,49.38,762.724,37.71,762.724,52.1,762.724,52.54,762.724,64.83
763.034,84.4,763.034,66,763.034,66.5,763.034,52.36,763.034,68.98,763.034,58.73,763.034,66.66,763.034,57.51,763.034,53.08,763.034,53.62,763.034,58.79,763.034,63.32,763.034,42.83,763.034,46.9,763.034,51.14,763.034,40.35,763.034,52.88,763.034,45.84,763.034,53.32,763.034,63.94,763.034,69.9,763.034,66.82,763.034,56.65,763.034,52.68,763.034,54.29,763.034,57.67,763.034,60.43
763.344,59.59,763.344,45.38,763.344,54.25,763.344,58.68,763.344,60.08,763.344,47.14,763.344,49.33,763.344,46.35,763.344,44.7,763.344,53.04,763.344,51.4,763.344,50.33,763.344,39.34,763.344,38.43,763.344,35.69,763.344,36.6,763.344,39.18,763.344,36.09,763.344,53.06,763.344,53.41,763.344,53.86,763.344,60.71,763.344,43.06,763.344,46.59,763.344,47.17,763.344,59.69,763.344,38.8
763.653,84.38,763.653,47.51,763.653,56.47,763.653,62.98,763.653,52.94,763.653,37.87,763.653,68.23,763.653,60.82,763.653,53.33,763.653,49.47,763.653,63.01,763.653,63.07,763.653,48.92,763.653,42.57,763.653,50.18,763.653,38.97,763.653,41.53,763.653,37.77,763.653,53.25,763.653,57.41,763.653,53.21,763.653,78.11,763.653,46.18,763.653,49.49,763.653,56.41,763.653,62.86,763.653,53.02
763.962,73.62,763.962,62.95,763.962,65.67,763.962,64.74,763.962,59.34,763.962,48.24,763.962,58.99,763.962,65.91,763.962,51.46,763.962,53.07,763.962,57.39,763.962,61.14,763.962,41.21,763.962,42.56,763.962,50.02,763.962,44.97,763.962,47.02,763.962,48.15,763.962,54.23,763.962,58.28,763.962,56.18,763.962,74.19,763.962,50.66,763.962,42.29,763.962,53.96,763.962,67.19,763.962,57.14
764.272,66.33,764.272,56.45,764.272,62.61,764.272,55.68,764.272,57.97,764.272,51.38,764.272,60.18,764.272,65.72,764.272,56.9,764.272,57.38,764.272,53.43,764.272,55.2,764.272,48.59,764.272,43.37,764.272,48.87,764.272,36.37,764.272,44.14,764.272,47.57,764.272,56.54,764.272,58.9,764.272,58.22,764.272,82.05,764.272,49.8,764.272,56.54,764.272,55.7,764.272,61.86,764.272,55.47
764.581,62.03,764.581,61.21,764.581,50.84,764.581,58.75,764.581,60.67,764.581,48.18,764.581,56.43,764.581,67.1,764.581,45.73,764.581,61.93,764.581,61.99,764.581,63.64,764.581,46.66,764.581,46.9,764.581,50.18,764.581,48.98,764.581,41.69,764.581,31.14,764.581,56.19,764.581,57.55,764.581,61.59,764.581,75.77,764.581,48.02,764.581,61.63,764.581,52.7,764.581,68.54,764.581,53.4
764.89,74.1,764.89,53.98,764.89,60.49,764.89,70.54,764.89,62.94,764.89,49.62,764.89,57.8,764.89,61.4,764.89,61.44,764.89,52.79,764.89,65.51,764.89,58.61,764.89,41.47,764.89,51.21,764.89,55.4,764.89,45.35,764.89,50.47,764.89,44.78,764.89,66.74,764.89,65.55,764.89,58.47,764.89,86.76,764.89,42.5,764.89,63.26,764.89,61.38,764.89,69.15,764.89,63.97
765.2,75.37,765.2,64.93,765.2,74.09,765.2,68.88,765.2,60.54,765.2,64.69,765.2,60.78,765.2,60.58,765.2,63.51,765.2,63.41,765.2,72.12,765.2,63.85,765.2,40.4,765.2,44.17,765.2,45.53,765.2,45.93,765.2,41.18,765.2,44.39,765.2,67.27,765.2,68,765.2,67.56,765.2,83.07,765.2,62.28,765.2,55.73,765.2,54.47,765.2,74.21,765.2,53.89
765.509,63.3,765.509,55.96,765.509,56.94,765.509,62.4,765.509,56.04,765.509,49.67,765.509,54.87,765.509,54.7,765.509,57.77,765.509,64.59,765.509,53.32,765.509,57.79,765.509,40.9,765.509,45.25,765.509,41.73,765.509,38.48,765.509,39.36,765.509,39.91,765.509,64.06,765.509,53.9,765.509,59.05,765.509,79.33,765.509,55.61,765.509,46.65,765.509,53.3,765.509,54.84,765.509,51.14
765.818,67.11,765.818,54.55,765.818,59.86,765.818,57.37,765.818,50.72,765.818,58.25,765.818,60.92,765.818,64.36,765.818,67.11,765.818,52.81,765.818,55.89,765.818,61.69,765.818,48.96,765.818,52.21,765.818,45.64,765.818,43.6,765.818,46.98,765.818,48.49,765.818,65.53,765.818,49.89,765.818,62.47,765.818,74.37,765.818,43.9,765.818,58.58,765.818,60.11,765.818,67.83,765.818,58.05
766.127,58.25,766.127,56.15,766.127,54.08,766.127,54.01,766.127,52.06,766.127,44.51,766.127,63.13,766.127,45.96,766.127,51.85,766.127,47.58,766.127,52.09,766.127,53.26,766.127,35.11,766.127,43.12,766.127,43.47,766.127,38.8,766.127,42.76,766.127,35.23,766.127,60.14,766.127,47.39,766.127,52.86,766.127,76.09,766.127,47.16,766.127,50.94,766.127,67.96,766.127,51.11,766.127,42.37
766.436,74.75,766.436,58.02,766.436,57.6,766.436,57.52,766.436,51.13,766.436,50.82,766.436,54.54,766.436,54.36,766.436,51.49,766.436,64.49,766.436,58.43,766.436,62.27,766.436,53.8,766.436,34.82,766.436,49.15,766.436,39.04,766.436,42.29,766.436,43.75,766.436,51.13,766.436,62.83,766.436,62.14,766.436,73.01,766.436,45.15,766.436,52,766.436,52.6,766.436,62.07,766.436,51.78
766.745,59.39,766.745,46.16,766.745,63.84,766.745,45.66,766.745,56.64,766.745,42.67,766.745,59.83,766.745,57.27,766.745,49.29,766.745,45.05,766.745,50.74,766.745,59.41,766.745,46.01,766.745,38.81,766.745,41.26,766.745,42.23,766.745,48.81,766.745,35.45,766.745,49.22,766.745,53.75,766.745,48.29,766.745,70.07,766.745,49.05,766.745,49.22,766.745,49.54,766.745,52.97,766.745,50.78
767.054,73.49,767.054,46.79,767.054,54.16,767.054,59.76,767.054,59.76,767.054,61.55,767.054,56.35,767.054,51.29,767.054,51.32,767.054,59.75,767.054,59.54,767.054,51.34,767.054,44.86,767.054,50.47,767.054,50.27,767.054,39.25,767.054,41.62,767.054,49.1,767.054,60.02,767.054,56.74,767.054,60.51,767.054,72.2,767.054,53.95,767.054,59.76,767.054,56.43,767.054,59.41,767.054,56.74
767.363,68.01,767.363,62.88,767.363,64.84,767.363,57.71,767.363,51.72,767.363,61.91,767.363,54.8,767.363,61.62,767.363,52.16,767.363,47.82,767.363,58.1,767.363,62.04,767.363,39.81,767.363,45,767.363,53.19,767.363,32.85,767.363,36.09,767.363,46.65,767.363,58.06,767.363,47.58,767.363,67.17,767.363,78.23,767.363,40.6,767.363,53.48,767.363,57.02,767.363,68.85,767.363,48.99
767.671,59.58,767.671,57.97,767.671,54.37,767.671,59.22,767.671,53.14,767.671,51.1,767.671,57.12,767.671,62.43,767.671,57.55,767.671,62.38,767.671,50,767.671,56.99,767.671,46.26,767.671,38.38,767.671,48.86,767.671,37.66,767.671,36.56,767.671,49.28,767.671,50.83,767.671,59.87,767.671,56.58,767.671,72.01,767.671,45.75,767.671,46.78,767.671,54.32,767.671,59.11,767.671,51.19
767.98,55.26,767.98,46.73,767.98,54.96,767.98,63.25,767.98,54.59,767.98,42.03,767.98,49.14,767.98,50.75,767.98,46.9,767.98,44.12,767.98,52.24,767.98,53.49,767.98,41.81,767.98,42.93,767.98,44.2,767.98,38.3,767.98,36.86,767.98,41.04,767.98,52.2,767.98,55.86,767.98,46.79,767.98,65.71,767.98,36.51,767.98,48.62,767.98,46.25,767.98,48.81,767.98,53.77
768.289,66.48,768.289,51.11,768.289,59.98,768.289,55.91,768.289,67.83,768.289,47.22,768.289,58.35,768.289,59.93,768.289,57.45,768.289,51.92,768.289,55.96,768.289,60.72,768.289,41.53,768.289,32.05,768.289,47.31,768.289,41.63,768.289,31.22,768.289,46.75,768.289,52.3,768.289,49.5,768.289,60.2,768.289,72.98,768.289,47.77,768.289,55.55,768.289,62.44,768.289,56.14,768.289,52.03
768.597,76.08,768.597,60.47,768.597,63.06,768.597,54.75,768.597,62.98,768.597,63.64,768.597,75.22,768.597,59.94,768.597,59.64,768.597,58.16,768.597,54.45,768.597,60.69,768.597,32.89,768.597,46.17,768.597,36.66,768.597,41.88,768.597,39.21,768.597,36.47,768.597,58.52,768.597,54.84,768.597,58.48,768.597,65.12,768.597,54.9,768.597,63.32,768.597,55.8,768.597,71.07,768.597,44.9
768.906,74.88,768.906,57.68,768.906,73.18,768.906,62.55,768.906,62.55,768.906,57.42,768.906,68.25,768.906,70.42,768.906,63.31,768.906,55.04,768.906,52.38,768.906,58.57,768.906,44.92,768.906,45.85,768.906,56.83,768.906,43.98,768.906,51.53,768.906,42,768.906,56.76,768.906,66.04,768.906,63.53,768.906,78.63,768.906,57.59,768.906,59.49,768.906,62.23,768.906,68.89,768.906,59.91
769.214,63.42,769.214,51.43,769.214,47.08,769.214,55.46,769.214,50.11,769.214,53.19,769.214,65.25,769.214,58.59,769.214,53.56,769.214,53.47,769.214,48.45,769.214,54.7,769.214,45.37,769.214,38.25,769.214,45.65,769.214,40.93,769.214,38.16,769.214,52.54,769.214,61.94,769.214,55.81,769.214,57.68,769.214,70.18,769.214,43.18,769.214,54.61,769.214,50.69,769.214,63.24,769.214,51.02
769.523,65.45,769.523,63.08,769.523,60.11,769.523,62.23,769.523,61.6,769.523,51.2,769.523,55.54,769.523,70.13,769.523,51.93,769.523,52.14,769.523,48.11,769.523,54.46,769.523,43.73,769.523,37.99,769.523,48.76,769.523,39.09,769.523,50.16,769.523,45.44,769.523,51.53,769.523,57.27,769.523,51.49,769.523,65.45,769.523,45.06,769.523,47.13,769.523,61.31,769.523,56.13,769.523,50.04
769.831,68.74,769.831,61.73,769.831,52.88,769.831,50.52,769.831,53.92,769.831,57.67,769.831,57.22,769.831,52.45,769.831,53.63,769.831,50.12,769.831,44.53,769.831,54.41,769.831,46.44,769.831,40.68,769.831,32.09,769.831,43.13,769.831,39.05,769.831,40.94,769.831,44.1,769.831,47.97,769.831,47.07,769.831,72.51,769.831,52.19,769.831,33.15,769.831,50.17,769.831,65.1,769.831,47.22
770.14,66.2,770.14,45.09,770.14,45.27,770.14,42.73,770.14,53.19,770.14,43.02,770.14,53.12,770.14,52.92,770.14,51.73,770.14,49.79,770.14,49.85,770.14,52.06,770.14,35.71,770.14,35.32,770.14,33.55,770.14,33.32,770.14,38.61,770.14,42.92,770.14,55.96,770.14,47.11,770.14,54.39,770.14,66.51,770.14,46.86,770.14,49.19,770.14,50.44,770.14,59.85,770.14,42.19
770.448,73.45,770.448,54.74,770.448,65.37,770.448,61.92,770.448,63.26,770.448,48.76,770.448,57.45,770.448,69.03,770.448,54.93,770.448,64.25,770.448,60.27,770.448,67.41,770.448,44.13,770.448,46.74,770.448,40.76,770.448,47.58,770.448,44.27,770.448,49.66,770.448,60.57,770.448,47.52,770.448,74.34,770.448,80.86,770.448,58.02,770.448,54.51,770.448,60.93,770.448,71.22,770.448,48.86
