Relative:208,sturt_leaf,Relative:208,sturt_leaf,Relative:208,sturt_leaf,Relative:208,sturt_nectar,Relative:208,sturt_nectar,Relative:208,sturt_nectar,Relative:208,sturt_dryefn,Relative:208,sturt_dryefn,Relative:208,sturt_dryefn,Relative:208,aus_leaf,Relative:208,aus_leaf,Relative:208,aus_leaf,Relative:208,aus_nectar1,Relative:208,aus_nectar1,Relative:208,aus_nectar1,Relative:208,aus_dryefn1,Relative:208,aus_dryefn1,Relative:208,aus_dryefn1,Relative:208,aus_leaf2,Relative:208,aus_leaf2,Relative:208,aus_leaf2,Relative:208,aus_nectar2,Relative:208,aus_nectar2,Relative:208,aus_nectar2,Relative:208,aus_dryefn2,Relative:208,aus_dryefn2,Relative:208,aus_dryefn2
355.441,85.38,355.441,99.14,355.441,97.32,355.441,80.56,355.441,64.15,355.441,57.3,355.441,92.94,355.441,50.64,355.441,50.66,355.441,-29.03,355.441,-25.65,355.441,-19.73,355.441,-19.27,355.441,-27.59,355.441,-31.06,355.441,-11.75,355.441,-30.67,355.441,-27.32,355.441,-24.4,355.441,-26.27,355.441,-26.33,355.441,-38.53,355.441,-24.65,355.441,-23.12,355.441,-13.88,355.441,-0.09,355.441,-17.83
355.809,83.28,355.809,100.24,355.809,99.15,355.809,77.28,355.809,68.25,355.809,69.41,355.809,96.75,355.809,48.76,355.809,49.07,355.809,-21.87,355.809,-14.86,355.809,-17.16,355.809,-13.39,355.809,-13.72,355.809,-18.64,355.809,-3.75,355.809,-16.53,355.809,-7.36,355.809,-15.9,355.809,-14.7,355.809,-13,355.809,-27.51,355.809,-10.88,355.809,-19.54,355.809,-6.42,355.809,4.72,355.809,-8
356.177,90.54,356.177,103.87,356.177,100.03,356.177,86.24,356.177,61.36,356.177,66.91,356.177,103.88,356.177,49.75,356.177,57.31,356.177,-26.23,356.177,-28,356.177,-26.17,356.177,-23.25,356.177,-23.45,356.177,-27.5,356.177,-11.91,356.177,-24.32,356.177,-18.43,356.177,-18.69,356.177,-27,356.177,-21.99,356.177,-42.22,356.177,-24.35,356.177,-20.82,356.177,-10.82,356.177,-5,356.177,-15.87
356.544,87.53,356.544,96.65,356.544,101.51,356.544,75.15,356.544,61.82,356.544,70.53,356.544,96.66,356.544,48.35,356.544,50.19,356.544,-37.38,356.544,-30.44,356.544,-24,356.544,-27.31,356.544,-25.38,356.544,-34.22,356.544,-20.36,356.544,-30.86,356.544,-20.98,356.544,-25.37,356.544,-29.77,356.544,-30.81,356.544,-41.61,356.544,-20.69,356.544,-31.29,356.544,-16.8,356.544,-6.67,356.544,-16.93
356.912,79.58,356.912,98.92,356.912,98.26,356.912,72.78,356.912,64.25,356.912,67.03,356.912,92.16,356.912,53.82,356.912,47.81,356.912,-25.92,356.912,-19.28,356.912,-10.28,356.912,-17.21,356.912,-20.04,356.912,-18.39,356.912,-10.55,356.912,-24.5,356.912,-13.32,356.912,-19.59,356.912,-19.7,356.912,-15.64,356.912,-33.38,356.912,-15.26,356.912,-16.35,356.912,-6.93,356.912,-1.85,356.912,-17.05
357.28,80.92,357.28,105.36,357.28,89.84,357.28,80.72,357.28,58.9,357.28,58.09,357.28,94.38,357.28,50.8,357.28,44.45,357.28,-33.96,357.28,-24.38,357.28,-29.92,357.28,-23.09,357.28,-33.01,357.28,-35.68,357.28,-21.46,357.28,-32.9,357.28,-24.62,357.28,-26.15,357.28,-27.07,357.28,-31.11,357.28,-40.92,357.28,-18.44,357.28,-29.65,357.28,-16.9,357.28,-13.63,357.28,-17.67
357.648,82.95,357.648,95.44,357.648,91.64,357.648,68.93,357.648,65.67,357.648,65.5,357.648,88.77,357.648,56.83,357.648,47.07,357.648,-27.99,357.648,-32.47,357.648,-24.67,357.648,-21.74,357.648,-24.73,357.648,-26.71,357.648,-15.18,357.648,-24.32,357.648,-16.08,357.648,-22.39,357.648,-22.67,357.648,-18.84,357.648,-40.06,357.648,-20.31,357.648,-22.08,357.648,-12.75,357.648,-5.37,357.648,-13.04
358.015,81.24,358.015,95.57,358.015,93.65,358.015,80.86,358.015,63.4,358.015,61.21,358.015,99.28,358.015,41.27,358.015,43.48,358.015,-39.65,358.015,-37.6,358.015,-31.53,358.015,-31.89,358.015,-33.94,358.015,-31.72,358.015,-16.07,358.015,-35.34,358.015,-23.59,358.015,-31.08,358.015,-30.2,358.015,-29.25,358.015,-46.14,358.015,-30.33,358.015,-34.43,358.015,-25.03,358.015,-8.15,358.015,-20.46
358.383,86.65,358.383,100.58,358.383,99.87,358.383,78.81,358.383,67.82,358.383,66.69,358.383,101.38,358.383,47.29,358.383,41.9,358.383,-26.32,358.383,-25.65,358.383,-25.62,358.383,-21.34,358.383,-30.62,358.383,-31.06,358.383,-15.89,358.383,-29.55,358.383,-15.38,358.383,-25.99,358.383,-21.33,358.383,-22.98,358.383,-41.72,358.383,-13.82,358.383,-26.15,358.383,-13.56,358.383,-6.3,358.383,-22.77
358.75,79.09,358.75,96.07,358.75,99.71,358.75,79.21,358.75,75.19,358.75,68.73,358.75,98.66,358.75,46.22,358.75,53.64,358.75,-28.87,358.75,-22.72,358.75,-25.91,358.75,-23.03,358.75,-23.23,358.75,-25.93,358.75,-13.01,358.75,-23.61,358.75,-18.29,358.75,-14.2,358.75,-24.79,358.75,-19.86,358.75,-39.77,358.75,-12.84,358.75,-18.71,358.75,-4.37,358.75,-1.86,358.75,-14.32
359.118,77.59,359.118,87.11,359.118,86.1,359.118,72.96,359.118,60.66,359.118,59.84,359.118,89.28,359.118,43.11,359.118,44.88,359.118,-18.69,359.118,-18.25,359.118,-12.96,359.118,-13.92,359.118,-15.44,359.118,-24.19,359.118,-6.32,359.118,-22.11,359.118,-8.86,359.118,-17.87,359.118,-14.45,359.118,-13.02,359.118,-33.24,359.118,-8.35,359.118,-13.54,359.118,-0.69,359.118,-3.86,359.118,-8.78
359.485,71.67,359.485,90.23,359.485,86,359.485,75.02,359.485,59.46,359.485,56.68,359.485,87.93,359.485,53.47,359.485,45.32,359.485,-27.62,359.485,-24.67,359.485,-23.25,359.485,-21.27,359.485,-27.16,359.485,-32.06,359.485,-16.3,359.485,-28.6,359.485,-22.74,359.485,-24.84,359.485,-26.19,359.485,-25.79,359.485,-46.53,359.485,-17.38,359.485,-28.39,359.485,-15.58,359.485,-4.71,359.485,-15.25
359.853,68.09,359.853,82.44,359.853,79.85,359.853,70.15,359.853,51.66,359.853,58.66,359.853,78.52,359.853,42.72,359.853,41.47,359.853,-25.81,359.853,-23.82,359.853,-19.03,359.853,-20.17,359.853,-27.21,359.853,-25.07,359.853,-12.29,359.853,-23.75,359.853,-16.33,359.853,-19.92,359.853,-21,359.853,-17.69,359.853,-36.27,359.853,-16.35,359.853,-23,359.853,-10.24,359.853,-5.82,359.853,-17.08
360.22,73.23,360.22,85.59,360.22,86.26,360.22,65.28,360.22,63.82,360.22,69.82,360.22,83.41,360.22,51.39,360.22,45.99,360.22,-26.1,360.22,-25.78,360.22,-15.21,360.22,-19.48,360.22,-24.05,360.22,-26.65,360.22,-10.95,360.22,-23.51,360.22,-15.31,360.22,-20.68,360.22,-20.79,360.22,-20.55,360.22,-39.24,360.22,-17.39,360.22,-24.48,360.22,-11.44,360.22,-4.18,360.22,-14.05
360.588,79.17,360.588,92.67,360.588,94.18,360.588,68.55,360.588,58.12,360.588,69.8,360.588,89.21,360.588,60.51,360.588,41.57,360.588,-30.54,360.588,-25.13,360.588,-24.16,360.588,-20.54,360.588,-23.58,360.588,-26.07,360.588,-13.55,360.588,-29.32,360.588,-16.05,360.588,-25,360.588,-24.8,360.588,-21.54,360.588,-38.39,360.588,-21.77,360.588,-26.73,360.588,-10.13,360.588,-2.78,360.588,-12.63
360.955,65.35,360.955,84.24,360.955,89.51,360.955,67.1,360.955,58.8,360.955,61.46,360.955,81.43,360.955,49.48,360.955,47.57,360.955,-26.71,360.955,-21.79,360.955,-20.73,360.955,-17.19,360.955,-25.97,360.955,-25.19,360.955,-12.56,360.955,-27.5,360.955,-16.68,360.955,-22.4,360.955,-23.85,360.955,-20.49,360.955,-40,360.955,-16.71,360.955,-21.51,360.955,-11.87,360.955,0.66,360.955,-16.14
361.322,66.74,361.322,82.58,361.322,74.34,361.322,76.03,361.322,60.53,361.322,58.08,361.322,85.61,361.322,43.9,361.322,33.87,361.322,-27.16,361.322,-19.81,361.322,-21.94,361.322,-18.22,361.322,-25.87,361.322,-27.55,361.322,-12.02,361.322,-25.05,361.322,-15.72,361.322,-18.11,361.322,-22.38,361.322,-19.56,361.322,-30.99,361.322,-15.75,361.322,-20.26,361.322,-12.36,361.322,-3.24,361.322,-9.17
361.689,72.19,361.689,87.03,361.689,86.68,361.689,66.13,361.689,50.05,361.689,58.51,361.689,81.3,361.689,44.76,361.689,42.2,361.689,-24.72,361.689,-22.54,361.689,-17.78,361.689,-21.67,361.689,-22.13,361.689,-20.38,361.689,-11.16,361.689,-23.33,361.689,-12.42,361.689,-20.26,361.689,-18.22,361.689,-17.26,361.689,-34,361.689,-15.61,361.689,-20.26,361.689,-6.76,361.689,-8.98,361.689,-13.77
362.056,66.3,362.056,75.75,362.056,71.72,362.056,61.42,362.056,53.35,362.056,63.17,362.056,85.58,362.056,44.43,362.056,40.05,362.056,-30.69,362.056,-21.42,362.056,-21.98,362.056,-18.92,362.056,-20.13,362.056,-23.46,362.056,-13.6,362.056,-25.31,362.056,-20.32,362.056,-22.91,362.056,-21.26,362.056,-23.95,362.056,-39.29,362.056,-16.1,362.056,-25.4,362.056,-14.24,362.056,-9.32,362.056,-16.86
362.424,76.37,362.424,81.51,362.424,81.74,362.424,63.41,362.424,65.01,362.424,55.71,362.424,82.53,362.424,54.43,362.424,48.2,362.424,-24.42,362.424,-18.88,362.424,-15.8,362.424,-15.39,362.424,-20.21,362.424,-25.98,362.424,-12.59,362.424,-19.53,362.424,-10.39,362.424,-18.46,362.424,-17.12,362.424,-17.9,362.424,-36.14,362.424,-13.46,362.424,-19.19,362.424,-5.53,362.424,-5.6,362.424,-7.97
362.791,73.57,362.791,82.45,362.791,78.57,362.791,61.43,362.791,61.43,362.791,58.27,362.791,78.11,362.791,46.71,362.791,44.62,362.791,-19.11,362.791,-19.09,362.791,-13.67,362.791,-14.74,362.791,-16.88,362.791,-21.45,362.791,-4.7,362.791,-20.34,362.791,-9.02,362.791,-12.79,362.791,-13.15,362.791,-7.54,362.791,-25.52,362.791,-10.76,362.791,-15.42,362.791,-2.39,362.791,1.24,362.791,-8.55
363.158,72.11,363.158,82.71,363.158,83.74,363.158,69.21,363.158,61,363.158,64.55,363.158,90.52,363.158,47.47,363.158,48.31,363.158,-16.18,363.158,-16.56,363.158,-16.95,363.158,-14.5,363.158,-15.36,363.158,-16.69,363.158,-5.3,363.158,-17.59,363.158,-8.29,363.158,-14.53,363.158,-17.09,363.158,-15.09,363.158,-32.14,363.158,-9.95,363.158,-11.38,363.158,-3.98,363.158,-1.17,363.158,-8.06
363.525,63.82,363.525,80.31,363.525,73.32,363.525,62.25,363.525,58.39,363.525,63.26,363.525,78.26,363.525,43.9,363.525,48.15,363.525,-14.16,363.525,-12.98,363.525,-10.77,363.525,-11.3,363.525,-14.16,363.525,-15.15,363.525,-8.06,363.525,-16.89,363.525,-8.93,363.525,-11.32,363.525,-16.04,363.525,-12.75,363.525,-24.39,363.525,-6,363.525,-14.92,363.525,-8.75,363.525,0.44,363.525,-6.54
363.892,69.65,363.892,77.3,363.892,78.03,363.892,63.6,363.892,53.78,363.892,54.82,363.892,78.62,363.892,43.98,363.892,40.98,363.892,-22.29,363.892,-18.47,363.892,-15.56,363.892,-15.32,363.892,-19.8,363.892,-17.54,363.892,-13.58,363.892,-13.82,363.892,-8.58,363.892,-14.03,363.892,-13.87,363.892,-16.01,363.892,-28.4,363.892,-8.21,363.892,-15.6,363.892,-8.39,363.892,-5.05,363.892,-7.32
364.259,64.35,364.259,76.43,364.259,73.73,364.259,64.32,364.259,53.35,364.259,58.76,364.259,71.95,364.259,42.4,364.259,49.95,364.259,-21.97,364.259,-21.28,364.259,-18.88,364.259,-24.05,364.259,-23.82,364.259,-24.84,364.259,-11.46,364.259,-16.85,364.259,-12.76,364.259,-14.16,364.259,-16.77,364.259,-14.84,364.259,-31.44,364.259,-10.14,364.259,-18.13,364.259,-11.51,364.259,-6.68,364.259,-10.69
364.626,63.53,364.626,77.8,364.626,75.82,364.626,64.52,364.626,56.32,364.626,59.52,364.626,77.55,364.626,49.68,364.626,38.43,364.626,-14.37,364.626,-12.3,364.626,-8.44,364.626,-12.29,364.626,-12.33,364.626,-14.86,364.626,-9.83,364.626,-14.67,364.626,-6.73,364.626,-11.04,364.626,-13.69,364.626,-9.64,364.626,-24.84,364.626,-7.52,364.626,-9.63,364.626,-4.5,364.626,-2.89,364.626,-7.04
364.992,65.95,364.992,81.02,364.992,74.04,364.992,60.17,364.992,59.12,364.992,57.81,364.992,75.15,364.992,42.43,364.992,48.71,364.992,-21.05,364.992,-16.33,364.992,-14.61,364.992,-12.01,364.992,-14.53,364.992,-22.98,364.992,-7.41,364.992,-17.83,364.992,-12.61,364.992,-17.65,364.992,-18.79,364.992,-14.4,364.992,-28.85,364.992,-9.76,364.992,-16.08,364.992,-7.2,364.992,-2.29,364.992,-10.57
365.359,62.14,365.359,70.1,365.359,70.3,365.359,59.81,365.359,51.77,365.359,54.82,365.359,75.98,365.359,38.39,365.359,37.51,365.359,-28.61,365.359,-18.12,365.359,-14.78,365.359,-16.84,365.359,-21.08,365.359,-21.56,365.359,-11.83,365.359,-19.08,365.359,-13.08,365.359,-20.05,365.359,-14.02,365.359,-16.11,365.359,-29.33,365.359,-15.15,365.359,-18.01,365.359,-13.28,365.359,-5.05,365.359,-13.26
365.726,65.47,365.726,76.87,365.726,76.81,365.726,65.44,365.726,59.7,365.726,61.12,365.726,79.49,365.726,45.37,365.726,48.39,365.726,-19.07,365.726,-16.44,365.726,-13.41,365.726,-12.65,365.726,-14.12,365.726,-16.56,365.726,-9.75,365.726,-19.11,365.726,-10.77,365.726,-17.63,365.726,-16.42,365.726,-16.6,365.726,-29.46,365.726,-9.75,365.726,-19.58,365.726,-7.32,365.726,-3.2,365.726,-8.47
366.093,64.22,366.093,70.24,366.093,66.95,366.093,67.43,366.093,54.2,366.093,58.99,366.093,69.34,366.093,45.65,366.093,39.83,366.093,-23.51,366.093,-21.93,366.093,-17.37,366.093,-22.57,366.093,-20.92,366.093,-25.04,366.093,-9.96,366.093,-19.92,366.093,-14.86,366.093,-16.5,366.093,-17.5,366.093,-16,366.093,-29.96,366.093,-14.63,366.093,-23.63,366.093,-12.47,366.093,-2.41,366.093,-16.08
366.459,61.15,366.459,71.79,366.459,69.21,366.459,55.46,366.459,49.92,366.459,61.83,366.459,71.2,366.459,41.88,366.459,37.68,366.459,-20.61,366.459,-12.77,366.459,-14.79,366.459,-15.89,366.459,-16.88,366.459,-17.09,366.459,-8.39,366.459,-14.03,366.459,-7.53,366.459,-12.06,366.459,-16,366.459,-10.15,366.459,-29.12,366.459,-13.09,366.459,-14.47,366.459,-11.69,366.459,-1.27,366.459,-7.7
366.826,60.77,366.826,71.71,366.826,73.74,366.826,61.48,366.826,53.9,366.826,55.6,366.826,79.05,366.826,41.69,366.826,40.97,366.826,-19.35,366.826,-15.41,366.826,-13.19,366.826,-13.69,366.826,-17.39,366.826,-19.32,366.826,-10,366.826,-18.04,366.826,-7.89,366.826,-14.82,366.826,-14.3,366.826,-13.61,366.826,-23.96,366.826,-9.87,366.826,-12.74,366.826,-9.43,366.826,-4.35,366.826,-8.67
367.193,60.7,367.193,71.5,367.193,71.21,367.193,54.89,367.193,53.59,367.193,58.77,367.193,67.14,367.193,45.22,367.193,36.38,367.193,-16.92,367.193,-14.77,367.193,-14.15,367.193,-13.7,367.193,-15.97,367.193,-16.89,367.193,-11.78,367.193,-19.2,367.193,-12.7,367.193,-13.25,367.193,-16.05,367.193,-12.91,367.193,-25.03,367.193,-8.35,367.193,-12.66,367.193,-7.34,367.193,1.59,367.193,-10.74
367.559,63.42,367.559,78.09,367.559,67.05,367.559,61.94,367.559,57.11,367.559,56.62,367.559,71.94,367.559,43.72,367.559,43.01,367.559,-16.1,367.559,-14.14,367.559,-11.34,367.559,-12.2,367.559,-16.58,367.559,-16.19,367.559,-7.82,367.559,-12.99,367.559,-6.71,367.559,-14.16,367.559,-18.23,367.559,-15.26,367.559,-26.45,367.559,-13.26,367.559,-12.83,367.559,-8.71,367.559,1.02,367.559,-6.52
367.926,57.79,367.926,65.62,367.926,70.95,367.926,57.16,367.926,52.5,367.926,54.76,367.926,67.66,367.926,44.26,367.926,40.44,367.926,-19.89,367.926,-16.4,367.926,-12.79,367.926,-17.23,367.926,-20.01,367.926,-20.46,367.926,-10.5,367.926,-15.14,367.926,-10.48,367.926,-14.98,367.926,-22.36,367.926,-13.68,367.926,-27.63,367.926,-10.38,367.926,-12.23,367.926,-8.39,367.926,-5.33,367.926,-9.92
368.292,59.69,368.292,73.34,368.292,67.3,368.292,56.32,368.292,48.83,368.292,52.28,368.292,62.52,368.292,41.7,368.292,36.53,368.292,-17.66,368.292,-17.64,368.292,-17.04,368.292,-15.09,368.292,-17.2,368.292,-17.51,368.292,-12.3,368.292,-17.58,368.292,-10.09,368.292,-14.31,368.292,-14.51,368.292,-12.36,368.292,-28.91,368.292,-11.15,368.292,-14.42,368.292,-10.73,368.292,-3.52,368.292,-12.09
368.659,55.02,368.659,70.15,368.659,69.52,368.659,56.14,368.659,52.11,368.659,53.83,368.659,70.16,368.659,40.74,368.659,37.07,368.659,-16.26,368.659,-14.16,368.659,-15.18,368.659,-15.54,368.659,-15.45,368.659,-20.03,368.659,-4.69,368.659,-14.22,368.659,-12.95,368.659,-13.37,368.659,-12.65,368.659,-10.39,368.659,-27.15,368.659,-11.6,368.659,-15.56,368.659,-7.73,368.659,-1.56,368.659,-10.47
369.025,54.05,369.025,66.89,369.025,64.53,369.025,55.4,369.025,48.49,369.025,48.83,369.025,68.74,369.025,37.21,369.025,37.8,369.025,-21.35,369.025,-16.48,369.025,-16.12,369.025,-17.4,369.025,-16.62,369.025,-18.21,369.025,-9.88,369.025,-13.78,369.025,-12.05,369.025,-14.54,369.025,-16.59,369.025,-14.21,369.025,-24.42,369.025,-13.11,369.025,-17.65,369.025,-12.57,369.025,-6.29,369.025,-8.17
369.391,57.57,369.391,64.31,369.391,61.49,369.391,56.16,369.391,51.77,369.391,52.11,369.391,64.43,369.391,39.79,369.391,41.65,369.391,-19.87,369.391,-15.47,369.391,-13.71,369.391,-18.8,369.391,-15.6,369.391,-20.42,369.391,-12.2,369.391,-18.87,369.391,-13.33,369.391,-14.56,369.391,-13.72,369.391,-15.15,369.391,-30.1,369.391,-13.47,369.391,-15.94,369.391,-9.7,369.391,-4.22,369.391,-10.84
369.758,49.96,369.758,65.89,369.758,58.7,369.758,50.16,369.758,43.48,369.758,43.25,369.758,60.72,369.758,35.56,369.758,37.99,369.758,-21.67,369.758,-18.65,369.758,-17.82,369.758,-15.88,369.758,-20.75,369.758,-23.94,369.758,-10.44,369.758,-26.08,369.758,-17.67,369.758,-18.21,369.758,-18.06,369.758,-17.64,369.758,-28.19,369.758,-14.36,369.758,-17.75,369.758,-9.34,369.758,-7.78,369.758,-11.73
370.124,60.3,370.124,65.86,370.124,59.65,370.124,56.59,370.124,42.84,370.124,52.14,370.124,62.3,370.124,41.67,370.124,43.84,370.124,-17.99,370.124,-13.1,370.124,-11.03,370.124,-11.26,370.124,-18.1,370.124,-15.91,370.124,-5.49,370.124,-16.73,370.124,-11.1,370.124,-9.98,370.124,-17.2,370.124,-10.42,370.124,-23.05,370.124,-8.09,370.124,-12.79,370.124,-5.75,370.124,-1.14,370.124,-7.35
370.49,49.63,370.49,68.85,370.49,66.5,370.49,58.26,370.49,46.54,370.49,55.29,370.49,63.49,370.49,42.61,370.49,42.84,370.49,-17.77,370.49,-13.59,370.49,-11.16,370.49,-15.34,370.49,-11.86,370.49,-18.4,370.49,-7.2,370.49,-12.44,370.49,-10.58,370.49,-10.1,370.49,-12.59,370.49,-10.11,370.49,-21.03,370.49,-9.94,370.49,-13.71,370.49,-5.27,370.49,0.16,370.49,-4.05
370.856,60.57,370.856,65.5,370.856,65.56,370.856,51.84,370.856,49.99,370.856,51.37,370.856,65.27,370.856,40.02,370.856,35.74,370.856,-19.75,370.856,-17.88,370.856,-17.62,370.856,-17.17,370.856,-17.78,370.856,-20.42,370.856,-10.99,370.856,-19.67,370.856,-12.83,370.856,-13.36,370.856,-14.61,370.856,-14.42,370.856,-27.61,370.856,-12.85,370.856,-16.73,370.856,-8.95,370.856,-2.62,370.856,-9.85
371.222,54.05,371.222,59.05,371.222,57.49,371.222,56.55,371.222,48.57,371.222,49.17,371.222,62.99,371.222,43.03,371.222,36.88,371.222,-14.57,371.222,-13.24,371.222,-6.25,371.222,-8.28,371.222,-10.53,371.222,-12.63,371.222,-3.71,371.222,-14.3,371.222,-6.72,371.222,-9.62,371.222,-7.17,371.222,-10.54,371.222,-22.42,371.222,-2.7,371.222,-10.32,371.222,-5.47,371.222,-0.76,371.222,-8.88
371.588,48.05,371.588,58.81,371.588,57.7,371.588,48.45,371.588,43.89,371.588,46.32,371.588,58.18,371.588,36.16,371.588,33.31,371.588,-16.47,371.588,-16.66,371.588,-14.09,371.588,-17.92,371.588,-16.78,371.588,-19.73,371.588,-10.47,371.588,-19.79,371.588,-13.64,371.588,-14.66,371.588,-17.81,371.588,-14.99,371.588,-26.51,371.588,-11.85,371.588,-15.5,371.588,-12.53,371.588,-2.18,371.588,-11.02
371.955,45.66,371.955,58.82,371.955,55.31,371.955,45.74,371.955,42.06,371.955,45.1,371.955,57.99,371.955,35.57,371.955,31.39,371.955,-19.76,371.955,-20.58,371.955,-17.93,371.955,-19.31,371.955,-15.77,371.955,-21.83,371.955,-13.3,371.955,-20.63,371.955,-14.86,371.955,-19.01,371.955,-16.89,371.955,-17.87,371.955,-28.54,371.955,-14.35,371.955,-15.55,371.955,-9.46,371.955,-4.47,371.955,-12.9
372.321,49.19,372.321,65.71,372.321,58.41,372.321,55.97,372.321,44.66,372.321,51.46,372.321,60.44,372.321,34.9,372.321,39.97,372.321,-18.36,372.321,-17.57,372.321,-16.34,372.321,-15.48,372.321,-16.82,372.321,-17.02,372.321,-9.52,372.321,-15.65,372.321,-12.8,372.321,-18.9,372.321,-16.35,372.321,-16.17,372.321,-27.66,372.321,-12.71,372.321,-16.27,372.321,-11.21,372.321,-5.33,372.321,-12.29
372.687,52.11,372.687,51.86,372.687,49.38,372.687,45.34,372.687,43.19,372.687,43.58,372.687,57.64,372.687,36.17,372.687,33.44,372.687,-16.94,372.687,-14.57,372.687,-12.31,372.687,-11.83,372.687,-13.61,372.687,-13.2,372.687,-9.46,372.687,-15.89,372.687,-12.28,372.687,-14.98,372.687,-14.17,372.687,-13.42,372.687,-24.92,372.687,-12.88,372.687,-14.19,372.687,-7.74,372.687,-4.36,372.687,-6.45
373.052,53.39,373.052,58.79,373.052,52.99,373.052,46.61,373.052,43.48,373.052,44.99,373.052,55.97,373.052,40.87,373.052,31.59,373.052,-16.17,373.052,-14.54,373.052,-14.02,373.052,-13.73,373.052,-14.66,373.052,-14.84,373.052,-7.44,373.052,-15.19,373.052,-13.08,373.052,-11.22,373.052,-11.8,373.052,-13.86,373.052,-24.52,373.052,-10.47,373.052,-17.58,373.052,-10,373.052,-0.97,373.052,-9.58
373.418,48.58,373.418,51.2,373.418,51.92,373.418,46.37,373.418,38.18,373.418,41.6,373.418,54.35,373.418,34.47,373.418,34.2,373.418,-11.74,373.418,-12.86,373.418,-12.47,373.418,-11.91,373.418,-11.83,373.418,-14.1,373.418,-8.83,373.418,-16.15,373.418,-9.77,373.418,-14.21,373.418,-11.8,373.418,-12.32,373.418,-19.9,373.418,-9.5,373.418,-14.88,373.418,-7.16,373.418,-3.58,373.418,-8.66
373.784,41.17,373.784,49.14,373.784,49.77,373.784,45.3,373.784,39.12,373.784,41.72,373.784,51.17,373.784,33.62,373.784,29,373.784,-15.77,373.784,-19.14,373.784,-12.45,373.784,-17.97,373.784,-15.77,373.784,-17.78,373.784,-11.28,373.784,-17.16,373.784,-10.3,373.784,-10.84,373.784,-16.81,373.784,-14.43,373.784,-24.05,373.784,-13.31,373.784,-13.64,373.784,-7.07,373.784,-6.63,373.784,-5.99
374.15,48.59,374.15,55.18,374.15,51.91,374.15,47.05,374.15,41.16,374.15,40.21,374.15,52.43,374.15,35.58,374.15,31.79,374.15,-15.87,374.15,-12.34,374.15,-8.15,374.15,-11.86,374.15,-7.9,374.15,-13.47,374.15,-3.3,374.15,-13.34,374.15,-5.56,374.15,-9.79,374.15,-13.09,374.15,-8.57,374.15,-20.58,374.15,-7.57,374.15,-13.78,374.15,-5.42,374.15,-1.86,374.15,-5.78
374.516,41.39,374.516,55.26,374.516,53.8,374.516,42.51,374.516,37.68,374.516,45.63,374.516,53.56,374.516,35.89,374.516,35.24,374.516,-18.02,374.516,-15.92,374.516,-13.53,374.516,-12.41,374.516,-14.04,374.516,-14.59,374.516,-9.45,374.516,-13.5,374.516,-9.52,374.516,-13.47,374.516,-11.55,374.516,-11.49,374.516,-21.68,374.516,-7.93,374.516,-13.75,374.516,-7.68,374.516,-3.94,374.516,-10.41
374.881,49.04,374.881,55.69,374.881,50.89,374.881,44.45,374.881,43.48,374.881,48.91,374.881,58.7,374.881,34.46,374.881,32.34,374.881,-14.69,374.881,-13.99,374.881,-10.57,374.881,-13.4,374.881,-11.97,374.881,-18.06,374.881,-12.79,374.881,-13.65,374.881,-9.18,374.881,-11.77,374.881,-14.56,374.881,-12.94,374.881,-21.45,374.881,-9.88,374.881,-12.06,374.881,-7.68,374.881,-1.9,374.881,-8.93
375.247,43.91,375.247,51.5,375.247,49.87,375.247,42.67,375.247,43.7,375.247,40.71,375.247,52.9,375.247,32.52,375.247,35.8,375.247,-14.66,375.247,-13.05,375.247,-12.48,375.247,-12.21,375.247,-13.35,375.247,-12.58,375.247,-6.31,375.247,-13.66,375.247,-8.91,375.247,-14,375.247,-10.25,375.247,-12.61,375.247,-19.57,375.247,-7.99,375.247,-11.67,375.247,-7.28,375.247,-0.61,375.247,-5.12
375.613,45.6,375.613,49.87,375.613,50.01,375.613,43.24,375.613,37.67,375.613,39.82,375.613,50.87,375.613,34.35,375.613,30.76,375.613,-11.26,375.613,-10.89,375.613,-9.43,375.613,-8.99,375.613,-9.38,375.613,-10.7,375.613,-5.01,375.613,-9.4,375.613,-7.16,375.613,-8.11,375.613,-10.16,375.613,-9.11,375.613,-21.04,375.613,-7.08,375.613,-13.33,375.613,-5.86,375.613,2.02,375.613,-4.31
375.978,40.6,375.978,52.95,375.978,48.75,375.978,44.91,375.978,39.45,375.978,42.91,375.978,50.88,375.978,31.13,375.978,30.71,375.978,-10.86,375.978,-10.15,375.978,-9.44,375.978,-7.55,375.978,-11.82,375.978,-14.23,375.978,-6.14,375.978,-9.76,375.978,-10.89,375.978,-11.03,375.978,-9.8,375.978,-10.61,375.978,-16.3,375.978,-5.88,375.978,-11.12,375.978,-3.39,375.978,-1.87,375.978,-4.16
376.344,42.76,376.344,55.4,376.344,53.18,376.344,43.56,376.344,45.19,376.344,38.57,376.344,49.24,376.344,32.88,376.344,30.26,376.344,-10.98,376.344,-11.6,376.344,-10.5,376.344,-8.33,376.344,-11.17,376.344,-13.04,376.344,-4.14,376.344,-13.55,376.344,-9.83,376.344,-10.8,376.344,-9.87,376.344,-9.72,376.344,-16.84,376.344,-5.96,376.344,-11.97,376.344,-9.16,376.344,-3.86,376.344,-7.24
