"wl","sturt_leaf","sturt_nectar","sturt_dryefn","aus_leaf","aus_nectar1","aus_dryefn1","aus_leaf2","aus_dryefn2","aus_nectar2"
392,21.1526667467052,21.3051638999891,19.5380278096887,-5.0015451742364,-4.60137810932619,-3.79477831782162,-4.19330724708763,-2.3581206420245,-8.60854638828086
393,19.893257664426,20.1524117705826,18.4645942008175,-4.52626154068219,-4.17843149157704,-3.46956402917279,-3.77289776030115,-2.11108656972844,-7.97662333542068
394,18.7378439558067,19.0983310773291,17.4839164398254,-4.07839467801955,-3.7806461750434,-3.15980168842776,-3.36633930768196,-1.88392841361144,-7.37250191602795
395,17.701322998015,18.1269298991186,16.5882110449648,-3.64928576824084,-3.39948215698992,-2.86002627724441,-2.96055783814474,-1.65975694327123,-6.79273381445178
396,16.770959400362,17.2013507427934,15.7466573260029,-3.22618618850511,-3.02477098496327,-2.56537583518094,-2.54579158208727,-1.42128730509156,-6.23069647653063
397,15.9264625450193,16.3226611616762,14.9551217846562,-2.81249777761854,-2.66057770766275,-2.27916392634181,-2.13092044076747,-1.17822213507551,-5.68693877582004
398,15.1475418141583,15.4919287090896,14.209470922641,-2.41162237438737,-2.31096737378764,-2.00470411483148,-1.72482431544328,-0.94026406922615,-5.16200958587555
399,14.4139065899508,14.7102209383565,13.5055712416739,-2.02696181761778,-1.98000503203721,-1.7453099647544,-1.33638310737261,-0.717115743546567,-4.65645778025271
400,13.7052662545681,13.9786054027995,12.8392892434713,-1.66191794611599,-1.67175573111077,-1.50429504021501,-0.974476717813397,-0.518479794039836,-4.17083223250706
401,13.0488261299179,13.3124808661325,12.2211607388733,-1.32071697203305,-1.39195988821527,-1.28565846696007,-0.639070694496925,-0.345787036239619,-3.71293808552637
402,12.475868596348,12.7184412844161,11.659587205031,-1.00269982804337,-1.14027856366341,-1.08863815201091,-0.322529996480188,-0.191360518630198,-3.28642090900998
403,11.9722186236904,12.1843469994938,11.1472336431269,-0.703940433738221,-0.911657770813042,-0.90940583138387,-0.0223336420096535,-0.0512412266405858,-2.88559021673072
404,11.5237011817773,11.6980583532089,10.6767650543438,-0.420512708708839,-0.701043523022005,-0.744133241095298,0.26403935066821,0.0785298543002078,-2.50475552246145
405,11.1161412404407,11.2474356874047,10.2408464398643,-0.148490572546478,-0.503381833648147,-0.588992117161538,0.539109963306935,0.201911738763172,-2.13822633997503
406,10.7353637695127,10.8203393439244,9.83214280087096,0.11605205515761,-0.313618716049317,-0.440154195598936,0.805399177660053,0.322863441319295,-1.7803121830443
407,10.3671937388254,10.4046296646114,9.44331913854652,0.377041254812176,-0.126700183583361,-0.293791212423835,1.0654279754811,0.445343976539566,-1.42532256544211
408,10.0376792421947,10.016113564849,9.09054131918107,0.624046664586676,0.0448381299195629,-0.159621639856084,1.30830585813709,0.559709444943531,-1.08266277776919
409,9.77267274369143,9.673851271088,8.78848768185001,0.849007196165275,0.190972653374748,-0.045480133107724,1.52719049684735,0.658049549442759,-0.762024073547574
410,9.55770576852998,9.3705830917729,8.52759193691389,1.05940284022878,0.320525467542524,0.0552872973166077,1.73067512814381,0.746923708196278,-0.458144910932062
411,9.37830984192474,9.09904933534822,8.29828779473327,1.26271358745801,0.442318653183218,0.149334640912273,1.92735298855842,0.832891339363112,-0.165763748077461
412,9.22001648909009,8.85199031025848,8.09100896566869,1.46641942853376,0.565174291057161,0.243315887174636,2.12581731462312,0.922511861102289,0.120380956861424
413,9.06835723524044,8.6221463249482,7.89618916008071,1.67800035413685,0.69791446192468,0.343885025599058,2.33466134286986,1.02234469157283,0.405550745729787
414,8.95072990655623,8.43094782421506,7.73909444960539,1.89195398568409,0.833918706920156,0.443423249501817,2.54905187810234,1.13051217032564,0.68489126448353
415,8.8921552245274,8.29433401713606,7.63923724846308,2.0987578096866,0.962043247346964,0.532445938113935,2.75880845162653,1.24009363324755,0.951476855278347
416,8.87459905733258,8.19680835857472,7.57842078089083,2.29986161446663,1.08432518421892,0.61480835980289,2.96450338972774,1.35008399300148,1.20746210425912
417,8.88002727315041,8.12287430339458,7.53844827112566,2.49671518834642,1.20280161854986,0.694365782936161,3.16670901869129,1.45947816225036,1.45500159757074
418,8.8904057401595,8.05703530645916,7.50112294340463,2.69076831964822,1.31950965135359,0.774973475881226,3.36599766480248,1.56727105365713,1.69624992135809
419,8.8877003265385,7.98379482263199,7.44824802196475,2.88347079669429,1.43648638364394,0.860486707005565,3.56294165434664,1.67245757988472,1.93336166176604
420,8.90046568395998,7.92566224720139,7.40211984916608,3.07835765890377,1.55581177395498,0.952070753769038,3.75985269197059,1.77676063784557,2.16823836607364
421,8.95784024874076,7.90668262900886,7.38938817774975,3.27548898614245,1.67638662265472,1.04658062265556,3.95720637481518,1.88172428239529,2.39965376748338
422,9.04266556602581,7.91366290324766,7.39838634752451,3.47110212740259,1.79547929350795,1.14140617556867,4.15282086790678,1.98607516311159,2.62507073102539
423,9.13778318096009,7.93341000511105,7.4174476982991,3.6614344316764,1.91035815027943,1.23393727441192,4.34451433627177,2.08853992957216,2.84195212172981
424,9.22603463868858,7.95273086979228,7.43490556988223,3.84272324795614,2.01829155673391,1.32156378108887,4.53010494493652,2.18784523135469,3.04776080462674
425,9.29026148435623,7.95843243248461,7.43909330208264,4.01120592523404,2.11654787663618,1.40167555750306,4.70741085892741,2.28271771803689,3.23995964474631
426,9.34617522123511,7.96531229798423,7.44241708914401,4.17431765953329,2.21476758571047,1.48567376924149,4.88702405698036,2.37775068111645,3.42523310171001
