"wl","gt_s","gt","g_s","r_s","g","r"
334,25.9450966850169,-27.9669033123223,25.9536462942645,39.5404273713207,-3.23134469490401,-10.90964282856
335,25.9699218663096,-27.9260341313105,26.0792984520536,39.5710582337074,-3.29650868288941,-10.9857998668885
336,25.9646434779023,-27.8732336804888,26.1921905367592,39.5712247035268,-3.36160753055194,-11.0569405342647
337,25.9162245445213,-27.7874005205636,26.2811015434557,39.5196310833052,-3.40375219308483,-11.0975136699851
338,25.8116280908925,-27.6474332122407,26.3348104672178,39.3949816755689,-3.4000536256813,-11.0819681133458
339,25.6555769165481,-27.4538180208283,26.3859559861992,39.2209864754931,-3.33714812335261,-11.0114095990407
340,25.4647733992297,-27.2236914625878,26.4606559478394,39.0291125048891,-3.22757107422473,-10.9079609301287
341,25.2441499309775,-26.9609274746555,26.5379081011413,38.8096996062375,-3.08728207316298,-10.7775965484543
342,24.9986389038314,-26.6693999941676,26.5967101951076,38.5530876220188,-2.93224071503266,-10.6262908958617
343,24.7331727098318,-26.3529829582605,26.6160599787413,38.2496163947135,-2.77840659469907,-10.4600184141955
344,24.4526837410187,-26.0155503040705,26.5749552010452,37.8896257668023,-2.64173930702752,-10.2847535452998
345,24.1082722487586,-25.6457171269474,26.4764389942127,37.451163985348,-2.50798611567708,-10.0739262114932
346,23.6719011099208,-25.236882412942,26.3401425105473,36.9327103650147,-2.35899744625893,-9.81190176696476
347,23.1797966548,-24.8000959352416,26.1699455292175,36.3552513496847,-2.20488763656652,-9.5210578013648
348,22.6681852136907,-24.3464074670338,25.9697278293918,35.7397733832402,-2.05577102439331,-9.22377190434365
349,22.1732931168873,-23.8868667815061,25.7433691902386,35.1072629095637,-1.92176194753275,-8.94242166555165
350,21.7313466946845,-23.4325236518458,25.4947493909264,34.4787063725374,-1.81297474377828,-8.69938467463912
351,21.3314078282433,-22.960701155559,25.2038810794228,33.8210956996299,-1.71121825774679,-8.47117868987229
352,20.9370934217124,-22.4494243149547,24.8583499240352,33.100344116258,-1.59626295201325,-8.22532745336616
353,20.5464623398674,-21.9107958204252,24.4733952344411,32.3358200132263,-1.47516559130827,-7.97071753054426
354,20.1575734474841,-21.3569183623627,24.064256320318,31.5468917813396,-1.35498294036242,-7.71623548683009
355,19.7684856093382,-20.7998946311594,23.6461724913436,30.7529278114027,-1.24277176390632,-7.47076788764717
356,19.3772576902054,-20.2518273172076,23.2343830571955,29.9732964942202,-1.14558882667055,-7.24320129841902
357,18.9819485548615,-19.7248191108995,22.8441273275513,29.2273662205969,-1.07049089338572,-7.04242228456913
358,18.5850096005228,-19.1822727755529,22.4495315915489,28.492450864608,-1.01313573525521,-6.8607926738002
359,18.1881909311859,-18.5969331270735,22.023533248414,27.7380443222035,-0.966376885860514,-6.68656401535064
360,17.7884994717966,-17.9949159347351,21.5795882729563,26.9717850170002,-0.933064753499361,-6.52245745694752
361,17.3829421473007,-17.4023369678114,21.1311526399851,26.2013113726151,-0.916049746469478,-6.37119414631794
362,16.9685258826439,-16.8453119955762,20.6916823243101,25.434261812665,-0.918182273068593,-6.23549523118898
363,16.542257602772,-16.3499567873032,20.2746333007408,24.6782747607668,-0.942312741594435,-6.11808185928773
364,16.0777490317757,-15.9273713775478,19.854928138574,23.9057323161626,-1.02105709659655,-6.04869262439699
365,15.5674723085762,-15.5573815543994,19.4093494727078,23.0985159563873,-1.16420933716708,-6.03718101167337
366,15.0367249803652,-15.2191917174327,18.9541433763528,22.2785131724971,-1.34038695341768,-6.05644050590476
367,14.5108045943341,-14.8920062662227,18.5055559227199,21.4676114555482,-1.51820743545996,-6.079364591879
368,14.0150086976747,-14.5550296003442,18.0798331850199,20.6876982965969,-1.66628827340557,-6.07884675438396
369,13.5746348375783,-14.1874661193721,17.6932212364637,19.9606611866993,-1.75324695736614,-6.0277804782075
370,13.1652316904192,-13.812592034788,17.3453908461456,19.2697803797008,-1.80566765041795,-5.94671576022685
371,12.7517473909035,-13.4600052547146,17.0208104461616,18.5865982288064,-1.8653831130969,-5.87025554543734
372,12.3435786737209,-13.1183927236888,16.7129226042247,17.9153953741118,-1.92388373170407,-5.79237274080398
373,11.9501222735612,-12.7764413862472,16.415169888048,17.2604524557126,-1.9726598925405,-5.70704025329176
374,11.5807749251142,-12.4228381869266,16.1209948653446,16.6260501137046,-2.00320198190727,-5.6082309898657
375,11.2449333630695,-12.0462700702637,15.8238401038277,16.0164689881835,-2.00700038610544,-5.48991785749079
376,10.9496522637737,-11.6462258110661,15.5345539256954,15.4366068050841,-1.97524074205855,-5.34409490583001
377,10.6902491890635,-11.2327891622328,15.2643067751547,14.8851043187912,-1.91089464258085,-5.17214948059675
378,10.4585152018647,-10.8105395354379,15.0070244029317,14.3568567120754,-1.82313140780947,-4.98214443283161
379,10.2462413651027,-10.3840563423552,14.7566325597526,13.8467591677073,-1.72112035788153,-4.78214261357524
380,10.0452187417032,-9.95791899465884,14.5070569963436,13.3497068684575,-1.61403081293416,-4.58020687386826
381,9.84723839459167,-9.53670690402273,14.2522234634309,12.8605949970968,-1.51103209310448,-4.38440006475128
382,9.64409138669374,-9.12499948212087,13.9860577117406,12.3743187363957,-1.42129351852962,-4.20278503726493
383,9.44958525876883,-8.70090616561381,13.713083182452,11.8977806753972,-1.32325415542943,-4.02013024535484
384,9.27795690786404,-8.25022653434217,13.4417486338788,11.4393938093798,-1.1984267197349,-3.82142019898518
385,9.12164143133647,-7.78907521474999,13.1718677924492,10.9963189304671,-1.06059100614982,-3.61504183322432
386,8.97307392654321,-7.33356683328132,12.903254384591,10.5657168307831,-0.923526809377987,-3.40938208314068
387,8.82468949084134,-6.89981601638022,12.6357221367323,10.1447483024515,-0.8010139241232,-3.21282788380263
388,8.66892322158795,-6.50393739049072,12.3690847753011,9.73057413759631,-0.706832145089257,-3.03376617027858
389,8.50197062429918,-6.13722975385724,12.0899487062847,9.30630520854427,-0.643315622455331,-2.86818776988351
390,8.32902860924271,-5.78132091608529,11.7925444832119,8.86699928256552,-0.598864251237372,-2.70693197785607
391,8.15603438090296,-5.4378190206606,11.4881220538221,8.42773749419877,-0.566356443394343,-2.55065843115017
392,7.98892514376434,-5.1083322110689,11.1879313658551,8.00360097798273,-0.538670610885206,-2.40002676671972
393,7.83363810231125,-4.79446863079593,10.9032223670506,7.60967086845612,-0.508685165668926,-2.25569662151862
394,7.69611046102809,-4.49783642332739,10.6452450051481,7.26102830015766,-0.469278519704464,-2.11832763250079
395,7.57559021086632,-4.21731172009705,10.4016398608598,6.94767208587119,-0.424986900969476,-1.98427941569219
396,7.46634538108634,-3.9504363330577,10.15689274567,6.65147791897201,-0.38419832226856,-1.85105082645775
397,7.36684323363603,-3.69681692647363,9.91752145347727,6.375342254886,-0.345568872801096,-1.7210103607598
398,7.27555103046326,-3.45606016460912,9.69004377818003,6.12216154903904,-0.307754641766467,-1.59652651456069
399,7.1909360335159,-3.22777271172845,9.48097751367676,5.894832256857,-0.269411718364051,-1.47996778382277
400,7.11146550474182,-3.01156123209592,9.29684045386592,5.69625083376576,-0.22919619179323,-1.37370266450837
401,7.03832440502385,-2.81259483164121,9.13366014055499,5.53369190971141,-0.187806701690572,-1.27967966041328
402,6.97345774472739,-2.6340004708953,8.98343190346848,5.40803243823764,-0.146771508346475,-1.19685185076114
403,6.91647286002419,-2.47232159602447,8.84662521838043,5.31257236016673,-0.105991131941069,-1.12309459465606
404,6.86697708708598,-2.32410165319498,8.72370956106485,5.24061161632096,-0.0653660926544803,-1.05628325120214
405,6.8245777620845,-2.18588408857309,8.61515440729575,5.18545014752261,-0.0247969106668378,-0.994293179503495
406,6.78888222119149,-2.05421234832507,8.52142923284716,5.14038789459394,0.015815893841731,-0.934999738664228
407,6.7594978005787,-1.92562987861719,8.4430035134931,5.09872479835725,0.0565718006910979,-0.87627828778845
408,6.73675082134408,-1.80791701578914,8.38516644595295,5.07434220029916,0.0978415938796422,-0.824230030476044
409,6.7212099680788,-1.70775962516037,8.34965621874097,5.0800149978638,0.139554459312796,-0.783600753136222
410,6.71284612219437,-1.62005944636681,8.33161579532349,5.10738346580969,0.181147479671011,-0.75023268908709
411,6.71163016510229,-1.53971821904438,8.32618813916682,5.14808787889534,0.222057737634739,-0.719968071646749
