"wl","greenfolder","redfolder","darkgreenvinyl","greenvinyl","redvinyl","insidegreenfolder","insideredfolder","greenleafpoisonivy","greenleafgrapelower","greenleafgrapeupper","greenleafverygreen","redleafpoinsettia","redleafcarnation","greenbag","greenfoam","redfoam","redpaper","redswatch1314","redpaint","redtape","greencalibrate","darkgreencalibrate","redcalibrate","insideredfoldermattenp","insidegreenfoldermattenp","greenfoldermattenp","redfoldermattenp","redswatch1315mattenp","darkgreenvinylmattenp","redvinylmattenp","greenvinylmattenp"
313,619.641062905769,465.939350151048,1875.16542925349,2060.27920528842,2051.28325985132,436.719507682821,408.942822972448,116.482254811747,55.3560286253967,-6.04690673483264,0.8462585968019,-8.30320291993588,76.5393020819409,120.763616793714,141.126056989583,252.830234662965,685.221441702005,959.026639116493,299.478145383613,2428.51475574858,-13.4993563009975,-53.6406639373422,-51.6531926193917,-24.4440080325427,-45.0478899643002,220.368793157978,5.31558422504244,-17.2228962183068,-44.812551809934,-24.6435308675626,-7.36606191081523
314,620.686389247033,466.909657952958,1875.42320536135,2060.47990598158,2051.76661925417,437.736533257983,409.954888296959,122.994334879393,55.68082257925,-5.01696863726349,1.09148038788711,-5.95673067707738,89.9587427707899,122.852528867719,141.363575938762,253.171524252914,689.450680559008,961.633420299779,302.63808672385,2462.29134489532,-14.4234078787662,-54.8080009847689,-52.4941937092553,-23.2547970835501,-44.0956781970116,228.093309663512,6.03315742315194,-16.5999751940857,-44.644231524649,-24.4758707760296,-7.21343225116921
315,622.228414839063,468.191471461289,1875.92647381715,2060.89720592944,2052.5172094712,439.217502959721,411.399126129327,129.909350339217,56.0420774951913,-3.90219783064688,1.30617076356562,-3.45499284232069,104.258481351924,124.902587103699,141.60211198939,253.336223947487,693.108904517216,963.645732702262,305.815395804724,2495.64773965614,-15.5041049993719,-56.2374774421463,-53.7051982372137,-22.2699592473794,-43.3209732079978,234.59421011617,6.593499074938,-16.0586446387314,-44.4972514487063,-24.3460470565574,-7.09126912760112
316,624.053878308936,469.657694360952,1876.37441285591,2061.18504333929,2053.1755082236,440.922705886291,413.062985831678,136.988644242562,56.4256473507817,-2.73064558656809,1.51228001064284,-0.868214234330362,118.892241525157,126.901326361299,141.863186933102,253.390659971584,696.163881682706,965.071974069514,308.930160299855,2527.47376697718,-16.6580989724284,-57.7883379954213,-55.1443035754239,-21.4477799901518,-42.6878542246169,240.11476198681,7.03573029985452,-15.5923299471199,-44.3693566843568,-24.2443801510735,-6.99278276443979
317,625.94951828373,471.18123033686,1876.46620071268,2060.99735641844,2053.38199323259,442.612431135952,414.733916766137,143.993559640769,56.8173861235823,-1.53036317661239,1.73175841592419,1.73338032822903,133.313746990304,128.836281500164,142.168322561535,253.401158550102,698.583380161558,965.920542147108,311.902467882863,2556.65925380457,-17.8020411075489,-59.3198273305407,-56.6696070960429,-20.7465447779883,-42.1604004742273,244.898232746288,7.39897221735538,-15.1944565141272,-44.2582923338511,-24.1611905015054,-6.91118338601407
318,627.702073390522,472.634983073922,1875.90101562247,2059.98808337422,2052.77714221936,444.046967806962,416.199368294833,150.685439585183,57.2031477911542,-0.329401872365035,1.98655626621507,4.27956602669293,146.976721447179,130.694987379939,142.539040666322,253.434045907941,700.335168059849,966.199834680618,314.652406227365,2582.09402708447,-18.8525827143471,-60.6911901334515,-58.1392061712278,-20.1245390770102,-41.702691184187,249.187889865464,7.72234594689448,-14.8584497346291,-44.1618034994402,-24.0867985497805,-6.83968121665281
319,629.09828225639,473.891856257052,1874.37803582031,2057.81116241392,2051.00143290511,444.986604997579,417.24678977989,156.825627127146,57.5687863310586,0.844187054588706,2.29862384832087,6.70011804239676,159.334888595597,132.464978860269,142.9968630391,253.555648270001,701.387013483656,965.918249415617,317.100063006982,2602.66791376302,-19.7263751024364,-61.7616710901004,-59.4111981731356,-19.5400483533384,-41.2788055818544,253.227000815195,8.04497260792572,-14.5777350035015,-44.0776352833749,-24.0115247378265,-6.77148648068486
320,630.043067158896,474.870461640159,1871.66902342451,2054.1483732356,2047.79605415425,445.542417259987,418.040765804521,162.825763421881,58.0070932943201,2.1488321651332,2.73730614059604,9.19696040514018,170.943566588091,134.24320856361,143.647425802243,253.577893365911,700.940967019876,964.059219014198,319.102420572105,2617.76241961444,-20.6372467839752,-62.669881514285,-60.8678644920143,-19.1213433145518,-41.029199948931,256.388092728673,8.27907720303194,-14.437225925932,-44.0075948282186,-23.9427946059799,-6.71429299900224
321,630.688105165003,475.650264128287,1868.05080478731,2049.28922378935,2043.48571786085,445.968461769748,418.83363491727,169.064319487722,58.5699427153839,3.68007279456753,3.31536523123007,11.9199141399704,182.50759881719,136.079497209597,144.512116168954,253.35623248798,698.657250775635,960.143042718963,320.632603609598,2627.68103834881,-21.7464292654584,-63.6049224195838,-62.7955622103051,-18.9568740221026,-41.0418597339102,258.198952407225,8.35492870289896,-14.4777748440379,-43.9547978321248,-23.8931332048984,-6.67767739916973
322,631.19026708589,476.34544713305,1863.98015449469,2043.79924466052,2038.58618629064,446.239501560189,419.544477428261,175.252883170688,59.1818122969412,5.31552383292852,3.96987707178095,14.7205999210939,193.704996842697,137.890681803653,145.486082567111,253.022277205117,695.190890137361,954.983418146241,321.784913297789,2632.69657881606,-22.891678348004,-64.5017730416146,-64.9085022384557,-18.9451949729221,-41.2021579143379,259.135736823912,8.33871417913514,-14.6267152580904,-43.9189522307294,-23.8605102419905,-6.65767411552537
